Symbol,B3B,B4B,B5B,B6B,B8B,B9B
A1BG,6.392371463,6.330405368,6.820246017,6.563131101,7.050307589,6.528168057
A1BG-AS1,5.465347262,6.173527848,6.19045205,5.977362499,5.598883033,6.029562724
A1CF,11.95652194,12.83770759,12.26779762,11.83279033,11.9533799,12.24901527
A2M,15.22917004,15.45965053,15.30175638,15.67065864,15.05524628,15.03537442
A2M-AS1,7.556442077,7.750160811,7.119459978,7.645756355,7.556536568,7.43290577
A4GALT,11.52927915,10.97548188,11.59942062,11.81088974,11.3399141,11.4931889
A4GNT,7.486607969,7.854310738,7.132897526,7.408722776,5.974478588,7.335502001
AAAS,11.08507762,11.0740942,11.18996412,11.01003486,11.07986425,11.06572436
AACS,10.63678107,10.47631645,10.7033031,10.56433095,10.74255232,10.83824786
AACSP1,7.56776338,6.625972405,7.184952761,5.649440088,5.66312788,7.239572397
AADAT,7.91534645,9.275662705,8.75178226,8.474376125,8.62571947,8.64571854
AAED1,7.880406877,7.854310738,7.578543563,8.003255066,8.015819183,7.829509929
AAGAB,10.73304944,10.82598035,10.64212136,10.82535571,10.80895505,10.62670724
AAK1,13.57829501,13.60958866,13.53034865,13.38834761,13.49938989,13.65353115
AAMDC,9.018275517,9.212866742,9.222808939,8.978723004,9.590146227,9.003285607
AAMP,12.19144635,11.97776637,12.27350494,12.16539503,12.58256711,12.2398669
AANAT,5.010580729,5.160938999,5.529456535,5.609946628,4.526252909,3.986626744
AAR2,10.85130207,10.69847638,10.7610246,10.75702422,10.85105092,10.7050999
AARD,7.675768286,4.495764638,7.119459978,6.11399446,6.192786532,5.654457476
AARS,12.89287746,12.95438913,12.95946259,12.914249,12.52727105,12.86984574
AARS2,11.03770317,11.03926495,11.13942659,10.91147429,10.82642716,11.08349919
AASDH,9.689495522,10.14441355,9.542990741,9.688827308,9.49509895,9.816607102
AASDHPPT,9.932016264,9.889915216,9.69286457,10.02959614,9.676134661,9.94908418
AASS,11.64720784,12.65339161,12.1032743,12.31083391,12.0871288,12.37295495
AATBC,8.222530073,7.809792412,8.192831146,8.212942667,7.119282741,7.95723683
AATF,10.99182946,10.97121861,10.91485919,11.02175875,10.81074874,10.86523796
AATK,9.58746845,8.811598116,10.17545466,9.821134003,9.06112292,10.00745383
ABALON,8.146418038,8.355939888,8.307749709,7.795608657,8.122000433,7.611364991
ABAT,14.15764919,14.67486666,14.5278258,14.4591425,14.00735445,14.66808686
ABCA1,12.29828752,13.1612333,12.18896487,12.53658172,12.79401915,12.31860857
ABCA10,9.992953086,9.881116241,9.484837499,9.366406921,9.947077754,9.406776289
ABCA11P,8.457957888,8.594159984,8.152474586,8.252273458,8.464487385,8.432264648
ABCA12,6.345601655,6.690314592,5.401678517,6.196266326,5.107277713,5.952830309
ABCA13,7.065732583,5.326054225,3.672920967,6.269634948,8.838389985,8.926388072
ABCA2,13.01273051,12.73379878,13.05115152,12.92352334,12.64307267,13.08106231
ABCA3,11.09928247,10.87689356,10.99792723,10.83254981,10.69384555,11.06344663
ABCA4,9.095214762,8.475255117,8.02162094,8.279451118,9.069961271,9.472269721
ABCA5,11.07086609,11.33742872,11.18908773,11.31126504,10.89140616,11.04689608
ABCA6,10.14200014,10.47130993,10.15306219,9.955677999,10.40502271,9.819423483
ABCA7,10.6758586,10.39054598,10.51211023,10.38909276,9.910917681,10.33260329
ABCA8,11.78878082,11.70277294,11.37346286,10.79352377,11.42469003,11.12343126
ABCA9,9.832579316,9.655102621,9.426085858,9.373153823,9.870778544,9.415674335
ABCB1,12.63350403,12.81193665,12.43661582,12.78930985,12.41110304,12.73658293
ABCB10,10.26533228,10.35677544,10.22658053,10.24123174,10.37240216,10.38848783
ABCB4,7.591072122,7.007772062,7.894393109,7.768074152,7.422125377,6.660444426
ABCB6,10.76781633,10.85216064,10.84352224,10.78937761,10.5768645,10.72977412
ABCB7,10.34525437,10.54945021,10.35759635,10.29901186,10.30864768,10.35224929
ABCB8,11.61941018,11.5058704,11.72055656,11.4005811,11.42776916,11.55236393
ABCB9,9.109501966,8.781244871,9.266009802,9.126698348,9.111324224,9.391556298
ABCC1,11.67941318,11.4956529,11.61248592,11.49438369,11.37479056,11.90482098
ABCC10,11.54356636,11.23698658,11.47262226,11.49283889,11.04752069,11.52792498
ABCC11,7.013702751,4.915226356,5.084436604,4.709594781,4.306553684,4.897042917
ABCC2,13.00638363,13.31357288,13.36079304,13.18264879,12.9830487,12.96119033
ABCC3,12.39699464,11.41579604,11.67446921,11.60725485,11.73886649,12.09409538
ABCC4,13.16644765,12.20021125,12.09226604,12.80791805,12.73803591,12.48270741
ABCC5,11.98568387,12.00907632,12.01642389,11.85541899,12.03553601,11.88866399
ABCC6,13.7948731,13.71257548,13.99301197,13.70481263,13.13968264,13.67210102
ABCC6P1,9.283053956,10.11045003,10.2028885,10.83043184,9.757756326,9.843547746
ABCC6P2,8.976140219,8.768696347,9.044478075,8.839322058,9.241758929,8.764531417
ABCC8,7.151973331,6.735341864,7.415994622,6.788464832,7.281083253,6.34809127
ABCC9,10.74689203,10.77179844,10.28573797,10.34324035,11.50570773,10.82925598
ABCD1,10.11530061,10.07398611,10.48901347,10.32508183,9.778833688,10.18541982
ABCD2,7.533911811,7.646618598,7.976857466,6.918402055,7.527446529,6.936938123
ABCD3,12.22959406,12.29729962,11.93587473,12.24787608,11.80545653,12.30341112
ABCD4,12.17673254,12.04558832,12.05002148,11.9555426,11.96227768,11.99103181
ABCE1,10.01971598,10.2448188,9.781029483,10.14019576,9.573314149,10.16224375
ABCF2,11.23922566,11.36307645,11.43024569,11.32700723,11.14803785,11.35955678
ABCF3,11.66732537,11.74761381,11.83239174,11.74238054,11.6909219,11.78279714
ABCG1,9.841755323,10.88534622,10.39214208,11.14713062,10.29008458,10.63931553
ABCG2,8.808088915,9.282843933,8.714963357,8.971367901,9.204296581,9.003285607
ABCG5,6.23180676,6.645447341,6.366684754,6.676613676,6.683782191,6.72504423
ABCG8,5.835423952,6.56625243,4.956616434,5.393682728,6.03183144,6.843887352
ABHD1,7.99577382,7.872237764,8.106274037,7.768074152,7.629306157,8.024756492
ABHD10,11.36406454,11.34291574,11.24246878,11.14487454,11.30945152,11.36204251
ABHD11,10.48376507,9.956138294,10.23185687,10.2907442,10.40069579,10.48880487
ABHD11-AS1,6.211812217,5.829800005,6.094244821,5.649440088,5.1899235,6.087031264
ABHD12,11.30101276,11.29854897,11.45739903,11.20147957,11.91666624,11.59130434
ABHD13,8.570982003,8.69994403,8.60765533,9.028511254,8.878008624,8.882666996
ABHD14A,10.36028393,10.18625607,10.44031694,9.982554921,11.01910082,10.52086276
ABHD14B,12.7253058,12.57259374,12.93581685,12.72463337,12.85568635,12.75160354
ABHD15,11.41364021,11.09134055,11.66323476,11.14889679,11.45004981,11.42817275
ABHD16B,8.626971157,8.475255117,9.047133945,8.747586723,8.381251468,8.741260037
ABHD17A,11.05579608,10.36748666,11.23910474,11.10736988,11.50458354,11.12785905
ABHD17B,9.543397624,9.342909267,9.572261427,9.865589623,9.474286091,9.765637145
ABHD17C,9.514946141,9.144042233,9.063763336,9.339795464,9.506434005,9.857208881
ABHD18,10.26722254,10.37372846,10.27771073,10.13176855,10.19786663,10.37264872
ABHD2,13.02783635,13.26711523,13.07545678,12.97354467,13.16765942,13.23497137
ABHD3,9.03375132,9.234948494,9.097500332,9.236149993,9.031090225,8.893386369
ABHD4,11.06237194,11.02826872,11.18228069,10.86341289,10.98156192,10.85164348
ABHD5,9.94725045,9.86340546,9.683621571,10.02737974,9.816896101,9.843547746
ABHD6,11.74965074,11.80022238,11.72971527,11.82030511,11.50255889,11.57825906
ABHD8,10.18460881,9.2511333,10.06716508,9.889640197,10.21385334,9.980907849
ABI1,11.06144862,11.22151869,11.04010337,11.16455578,11.00023869,11.05772929
ABI2,12.40178043,12.48906735,12.22475716,12.3178417,12.4207488,12.24952761
ABI3,9.324269555,8.892731428,9.356583075,9.821134003,9.571681075,9.779745249
ABI3BP,10.97564329,11.37042271,10.6524259,10.54828869,10.42943733,10.82925598
ABL1,12.83565206,12.70196056,12.7746278,12.54437709,12.58322143,12.63423311
ABL2,11.82913945,11.8067739,11.81131943,11.72232183,11.9586501,11.73904167
ABLIM1,13.94015068,13.91295651,13.80691667,14.03042547,13.94813454,13.97020446
ABLIM2,9.479117039,9.430023748,9.838951888,9.808461556,9.830650444,9.18069579
ABLIM3,11.0740942,12.38943939,11.63111405,11.00364282,11.19201153,11.36094223
ABO,10.59713033,10.26133983,11.02755098,10.46880543,10.08797433,10.78188687
ABR,12.36425429,12.89243413,12.86907451,12.7569561,12.27101742,12.61356987
ABRA,6.732279527,6.969254319,6.683959428,6.474750542,6.666673288,6.497315447
ABRACL,8.971736999,8.49546425,8.452038217,8.697277033,9.001584586,8.260400446
ABT1,9.574306144,9.369472601,9.656343539,9.666395553,10.10307917,9.424078508
ABTB1,10.60492082,10.4485478,10.6643958,10.54661041,10.74823622,10.30947496
ABTB2,11.0297478,10.96650288,11.37639505,11.33385628,10.88038235,11.48011919
ACAA1,14.74960524,13.97606174,14.36832728,14.09490405,15.0170102,14.10052963
ACAA2,14.59574473,13.58597457,13.62060007,13.57676618,13.74549579,13.59124237
ACACA,12.03755863,12.18011292,11.96227768,12.06890438,12.17119752,12.27188068
ACACB,13.56207316,13.56207316,13.68150672,13.57829501,13.83154725,13.99301197
ACAD10,12.50502596,12.77998072,12.62193751,12.55806461,11.99192885,12.37382257
ACAD8,11.55575958,11.56581629,11.62756721,11.2939033,11.55100607,11.47580274
ACAD9,11.55433419,11.53550021,11.58041292,11.6640978,11.56195826,11.45780793
ACADL,10.48494279,10.51978806,10.30421913,10.41308241,10.07532968,10.54232503
ACADM,12.69397423,12.23290514,11.83108957,12.53566246,12.00171016,12.27073109
ACADS,12.34178835,11.64653284,11.87957311,11.90146863,12.34664989,11.85719085
ACADSB,13.67606193,13.69853044,13.70481263,13.80500485,13.28346322,13.64753204
ACADVL,15.0170102,14.18790527,14.25792167,14.14729612,14.51674815,14.21153674
ACAN,8.861773786,8.630306041,9.081774445,9.17489741,7.7379678,8.221783997
ACAP1,9.900027689,9.723811401,10.10086089,9.626735069,9.843098446,9.82495997
ACAP2,10.72770091,11.05772929,10.76931353,11.01659441,10.83146981,10.77924343
ACAP3,11.5961216,11.314404,11.55513697,11.51087688,11.11978337,11.67730613
ACAT1,13.65353115,13.4557263,13.20976759,13.83807763,13.39236475,13.58479342
ACAT2,9.044478075,9.355802473,9.415949134,9.290276827,9.481006342,9.185079373
ACBD3,10.79984327,10.9989544,10.68342677,10.91736131,10.59788478,10.86523796
ACBD4,11.78062017,11.51644952,11.67237043,11.60682912,11.70297846,11.57825906
ACBD5,11.30614647,11.55285876,11.42639689,11.42386366,11.3059293,11.36515
ACBD6,10.19193434,10.08494699,10.17239619,10.16618462,10.30455389,10.0958113
ACCS,10.65990819,11.1701263,10.59788478,10.9055626,10.40260385,10.5585891
ACD,9.309047757,9.2511333,9.419427781,9.383249929,9.638253956,9.443922205
ACE,12.50236738,12.90354774,13.58479342,12.8560354,11.22285371,12.88963121
ACE2,13.07909908,13.1689768,12.71774342,13.35953717,12.50174098,13.04906518
ACER2,8.39890795,8.283015407,8.515354444,8.397048548,8.778940923,8.131480971
ACER3,10.18937326,10.36571433,10.31709962,10.55020627,10.29886713,10.23792994
ACHE,7.718804761,6.953111741,6.956903325,7.408722776,7.812708099,7.491997379
ACIN1,12.95314401,12.97584219,12.89044167,12.80509211,12.65727419,12.94817235
ACKR1,7.035627525,4.915226356,5.684145064,6.897958396,7.56776338,7.081931368
ACKR2,7.259775571,8.060098334,7.780710541,7.895542435,7.556536568,8.314305135
ACKR3,9.109501966,8.818745032,9.041061014,8.986328876,8.787209508,9.373574148
ACKR4,8.104373013,8.215070247,7.792244998,7.625666287,7.707788721,7.748919746
ACLY,13.8305273,13.6140642,13.63200576,13.94813454,13.20405818,13.61600333
ACMSD,12.14799401,12.52510653,12.15588381,12.26396953,12.3558894,12.20203888
ACO1,13.35625661,14.20808315,13.71257548,13.7397673,13.50090031,13.89067174
ACO2,13.99544676,14.10909216,14.1106396,13.98463557,13.82252965,14.12464785
ACOT1,10.42080596,10.05945522,8.458438237,9.264659469,9.409957451,8.978723004
ACOT11,11.87998709,12.14621428,12.11749098,12.09594027,12.12809723,12.52383229
ACOT12,7.66529082,8.289661518,8.051924416,8.041655457,8.470310532,8.576905931
ACOT13,11.47631604,11.65678892,11.38318654,11.56581629,11.43680993,11.41563519
ACOT2,11.83196125,11.51764325,11.82208412,11.67302569,11.81211145,11.5434051
ACOT4,10.060267,9.988615843,10.22658053,9.900146403,10.12732018,9.796170936
ACOT6,7.675768286,8.051620638,7.836141138,7.931178781,7.773337081,7.553485569
ACOT7,12.00208631,11.80103665,11.80376852,12.1094942,12.29277672,11.66375896
ACOT8,10.07937211,9.972076384,10.13005848,10.03570629,10.48741153,10.01183212
ACOT9,10.39358251,10.59661434,10.23423277,10.40260385,10.27941552,10.27256878
ACOX1,13.84927131,14.00139563,13.89286503,13.67606193,13.70672415,14.03967689
ACOX2,12.53422281,13.0741945,12.94742067,12.59237016,12.69459135,12.67626619
ACOX3,11.08734939,10.91795536,11.06344663,10.74255232,10.7065936,10.89802318
ACOXL,6.283133255,5.791916165,5.899841538,4.855275643,5.324094809,5.19547185
ACP1,11.04780874,11.10460101,11.00612292,11.26464097,11.35778231,11.10798435
ACP2,11.51484131,11.46427695,11.69881314,11.52189389,11.29176601,11.35706119
ACP5,12.88242806,12.27904952,12.91590872,13.17248071,13.01352447,12.28281906
ACP6,10.72260176,10.60781539,11.13550264,10.79034669,10.98911839,10.47767643
ACPP,10.99629884,11.12295655,10.45953193,11.26728852,10.83523595,10.4170214
ACPT,6.493496133,5.866232897,6.606174365,6.696966592,6.165721677,6.140356229
ACRBP,7.577238812,6.987982729,7.719031408,7.323498146,7.235482104,6.866819202
ACSBG1,6.036841899,6.448660037,6.55748467,6.033301252,6.090474853,5.989383206
ACSBG2,8.040143664,8.023614489,7.894393109,7.690014299,8.093999292,7.871806453
ACSF2,14.38206637,14.47005354,14.7699118,14.40606435,14.39123655,14.40606435
ACSF3,11.46864727,11.35041481,11.72918746,11.2841476,11.34534558,11.35111616
ACSL1,14.70232099,14.08254753,13.90021693,13.93428095,13.99301197,14.05566731
ACSL3,11.12188382,11.08030144,10.90721393,11.13500537,10.74076403,11.130535
ACSL4,11.91330498,11.81933609,11.68865435,12.2108357,11.58885608,11.61006105
ACSL5,9.353105763,9.573035634,9.322678985,9.492446558,9.404283624,9.104517616
ACSL6,8.723542227,9.057739502,9.047133945,9.696418554,8.635420763,8.944559945
ACSM1,6.267078787,7.183802511,7.028060144,6.676613676,6.696966592,6.971154223
ACSM2A,14.94177954,14.87647793,13.93708403,14.34422283,14.15764919,14.37811418
ACSM2B,14.7925135,15.12170168,14.32645145,14.90757693,14.57171651,14.52164212
ACSM3,12.35263952,11.91561494,11.57350003,12.29976414,11.85756252,11.91846803
ACSM5,10.39800854,11.99577009,11.63562253,11.66594156,11.69439246,11.27584128
ACSM6,7.675768286,7.553814167,8.030551433,7.313045945,7.34121644,6.783279356
ACSS1,12.35949953,12.11325778,12.23771245,12.61153881,12.48774021,12.75623213
ACSS2,13.23590027,13.20780869,13.19347883,13.08537711,13.23497137,13.14153193
ACSS3,12.18651913,12.1770879,12.08252894,11.83509145,12.02597086,11.90992653
ACTA1,3.098847567,8.198063034,3.873361564,4.709594781,6.843169369,8.390375702
ACTA2,11.39763028,11.31704667,10.96329433,11.05149762,11.3689621,10.79496611
ACTA2-AS1,7.013702751,7.275878316,7.202062962,6.11399446,6.827652845,6.623160835
ACTB,16.19815062,15.88453105,16.04501939,16.01046852,16.22855028,16.13628441
ACTC1,5.098992931,5.41360429,5.453923613,5.649440088,4.621433705,4.985297707
ACTG1,15.15432674,14.65385884,14.8840866,15.06858786,15.30175638,15.07948916
ACTG1P20,7.82558591,8.163256082,8.145891492,7.895542435,8.006554894,7.89156947
ACTG1P4,7.129120077,8.003575172,8.199565905,7.722488239,7.958655292,7.542819967
ACTG2,6.144644862,0.403363038,4.351313741,4.611453344,4.827139037,5.568080456
ACTL10,8.413981813,8.250281848,8.830351547,8.439920742,8.291343662,8.653232754
ACTL6A,9.3855162,9.478343221,9.33585684,9.592220489,9.341149289,9.441207421
ACTN1,12.03419814,11.62259871,11.59271786,11.52047745,11.53239379,11.53273821
ACTN2,5.87001348,6.448660037,5.871281702,5.609946628,6.192786532,6.269380768
ACTN3,5.338067532,6.199745754,5.144196797,5.08884217,5.107277713,5.494251537
ACTN4,14.915698,14.7699118,14.96961898,15.0170102,14.50421105,14.84354324
ACTR10,10.48078724,10.69963518,10.42529455,10.69520153,10.5768645,10.48401271
ACTR1A,11.95003098,11.99052104,12.08053511,11.9504949,12.01642389,12.07538793
ACTR1B,11.88598977,11.79840049,11.89539274,11.86304154,12.23347697,11.89302959
ACTR2,12.32763888,12.52222442,12.18246617,12.40001559,12.17119752,12.36185269
ACTR3,11.5334981,11.59084233,11.35778231,11.74111607,11.57268782,11.57825906
ACTR3B,9.28849481,9.257546419,9.235221916,9.278341274,9.490715116,9.22495014
ACTR3C,9.629181755,10.13581022,9.916293129,9.753860753,9.676134661,9.759643617
ACTR5,9.221873983,9.359698606,9.312693948,9.24552123,9.210193889,9.019336535
ACTR6,8.011916887,8.322578844,7.844942509,8.460043055,8.113977339,8.319127226
ACTR8,10.91286329,11.24301902,10.88158828,10.99003957,11.10652086,10.90237722
ACTRT3,7.081810376,6.858707623,6.820246017,7.440815337,7.654040531,7.165598761
ACVR1,11.88550042,12.07369603,12.06601529,12.21501228,11.51924105,11.85844208
ACVR1B,12.84830219,12.93581685,12.9445734,12.79851512,12.6390302,12.84023427
ACVR1C,6.166620386,7.216012551,6.588354096,7.033045408,6.827652845,7.518048752
ACVR2A,10.1786291,10.62993646,10.21636422,10.19666744,10.47470084,10.26586133
ACVR2B,11.28633492,11.6329739,11.28849034,10.909261,11.55175357,11.20469024
ACVR2B-AS1,8.909432553,9.216486128,8.923573452,8.87387379,8.975998357,8.876718415
ACVRL1,11.23768288,10.76577372,11.42430469,11.1357166,11.0777378,11.08349919
ACY1,8.372797243,6.925836633,8.182517409,7.887345874,8.169435212,8.024756492
ACY3,12.35687015,11.92107293,12.70265139,12.48051763,12.66351221,12.40178043
ACYP1,8.326569566,7.989764487,8.170939514,8.259099662,8.464487385,8.576905931
ACYP2,9.23772887,9.314819703,9.57992971,9.417652433,9.749158013,9.27060731
ADA,8.065468443,7.608923426,8.079242197,7.859450416,7.941234289,7.712815719
ADAL,9.821134003,9.867239571,9.779653761,9.728607298,9.801042007,10.02120189
ADAM10,11.74600888,11.96792118,11.5656382,11.81494061,11.64653284,11.94696138
ADAM11,6.603557234,6.794115012,6.789486882,6.652723247,5.537552405,6.843887352
ADAM12,9.137755854,8.99046986,9.024921934,8.900121129,9.212866742,8.625444548
ADAM15,11.34882936,10.85696014,11.39805355,11.28515237,11.55020225,11.3399141
ADAM17,10.50412268,10.79034669,10.52456659,10.58512482,10.34059614,10.64152591
ADAM19,9.27348399,8.710770734,8.597540829,8.465810415,9.171179198,8.764531417
ADAM1A,9.482902656,9.406776289,9.452767277,9.131495623,9.596281213,9.266875519
ADAM20,6.941175768,7.465538654,7.958193183,7.00498652,7.202625859,6.623160835
ADAM20P1,6.449496647,6.586896726,7.119459978,6.385720476,6.376051217,5.839359387
ADAM21,6.082026104,6.199745754,6.840615627,6.11399446,6.165721677,5.688047897
ADAM22,10.57550246,10.688954,10.58285301,10.54035219,10.75050948,10.64152591
ADAM23,6.511005041,6.100210495,6.931916375,7.359525475,6.666673288,6.72504423
ADAM28,10.09902865,9.82419757,9.177859132,9.532627401,9.854530799,9.185079373
ADAM32,5.759093696,5.866232897,5.566564234,6.088228456,6.165721677,5.916543851
ADAM33,8.085107372,8.051620638,7.347867066,7.050307589,7.822849212,8.213198036
ADAM8,9.392492543,9.573035634,9.522669988,9.076238393,8.609054836,9.54893083
ADAM9,12.1032743,12.17015069,11.79273966,12.01116083,11.71602188,11.86568963
ADAMDEC1,0.538265459,1.989117181,0.421760249,0.426559521,0.397763887,1.021751519
ADAMTS1,12.28084782,11.00194409,11.70675953,11.49085515,11.52154706,11.65109191
ADAMTS10,10.01380918,9.500824211,10.06716508,9.739984284,9.762501454,9.921395996
ADAMTS12,9.299869622,8.974557643,8.768846159,8.409573186,9.458775882,8.64571854
ADAMTS13,9.758756307,10.05365119,9.919784376,9.507648282,9.087699889,9.811249826
ADAMTS14,5.378453205,5.504996524,5.780940642,4.709594781,5.107277713,4.724027488
ADAMTS15,11.82208412,10.90121062,10.65483391,11.07453516,11.69776934,11.92068614
ADAMTS16,11.00087186,11.06635076,11.74368219,11.01805139,10.89326604,10.90012246
ADAMTS17,9.723016653,9.779425901,9.847553916,9.565272207,9.662179103,9.338217226
ADAMTS18,6.211812217,6.756728107,6.772566719,5.977362499,6.192786532,6.380335876
ADAMTS19,7.238616356,7.335502001,7.709012139,8.333700735,8.563259457,6.682604583
ADAMTS2,9.576766321,9.556231786,9.794726197,8.747586723,9.952493014,9.25637459
ADAMTS3,7.433675825,7.291088055,7.370283498,7.268155173,7.579380625,7.481172154
ADAMTS4,6.922021055,6.129997918,6.860378057,5.787491425,6.666673288,6.47217857
ADAMTS5,11.08012909,10.61991051,10.86093582,10.54359958,10.85696014,10.89221396
ADAMTS6,7.205619304,7.171033382,7.069170672,7.753721096,8.257642049,7.689777558
ADAMTS7,9.073383,8.768696347,9.322678985,8.986328876,8.522467663,8.921434035
ADAMTS8,8.185183352,8.12340908,7.709012139,8.01958018,7.773337081,8.293856118
ADAMTS9,12.84368495,12.90052929,12.59491934,12.59303675,12.76728989,12.55051947
ADAMTS9-AS1,12.38594022,12.54131437,12.00406951,12.33997657,12.00208631,12.24995907
ADAMTS9-AS2,10.62618449,10.92526419,10.74737958,10.77133483,10.79949607,10.93639349
ADAMTSL1,10.7688407,10.44472864,10.96662419,9.936815811,10.20929898,10.03263586
ADAMTSL2,11.64197013,11.45004981,11.95119493,11.46050215,11.20007424,11.76039366
ADAMTSL3,11.23434234,10.64937743,11.02629512,10.86341289,10.67855308,10.77291928
ADAMTSL4,10.03773079,9.839893566,10.11347651,9.969985692,9.453922335,10.02718693
ADAMTSL4-AS1,7.413205761,7.437881034,7.624866217,7.841208434,7.618904803,7.491997379
ADAMTSL5,7.194630425,6.666443994,6.872671581,7.347654888,6.775978857,6.971154223
ADAP1,10.51227908,10.29657114,10.81609864,10.71179911,10.60492082,10.59694683
ADAP2,10.48078724,10.35677544,10.68017485,10.4083694,10.40994124,9.99512441
ADAR,14.19090097,14.25792167,14.2659212,14.15120245,14.18393682,14.21488428
ADARB1,10.93406967,11.13957965,11.17176445,10.88090477,10.7787483,11.00145739
ADARB2,5.96408063,6.418825936,6.304318465,6.747894381,5.797667936,5.916543851
ADAT1,11.12836929,11.26911953,11.2726072,11.11114556,11.18829852,11.19378729
ADAT2,8.197776638,8.423492732,8.012763873,8.584112072,8.113977339,8.244588704
ADAT3,8.739189436,7.996175403,8.927069485,8.455627141,8.246986886,8.723542227
ADCK1,9.597697718,9.62104429,9.720703833,9.653496871,9.467603696,9.555949372
ADCK2,10.12173993,9.546295894,9.949929035,9.872551397,10.25429018,9.947406637
ADCK5,8.757031877,8.649758224,9.033405579,8.795653293,9.049027251,9.115148671
ADCY1,10.08879156,10.93358716,11.10777496,10.6249956,10.92015413,10.55994035
ADCY10,7.129120077,7.739986024,7.054148304,6.604976109,7.245092275,7.150697839
ADCY10P1,9.020371014,9.761990539,9.360392088,9.145953623,9.06112292,9.338217226
ADCY2,6.99733962,6.448660037,5.811776068,6.145257749,6.391545407,6.380335876
ADCY3,10.39358251,9.913972215,10.63105037,10.14241335,10.36626568,10.06577254
ADCY4,10.96263995,10.75585526,10.96842193,11.1625926,10.60492082,10.85990916
ADCY5,10.93406967,11.05490247,11.13464611,11.03717008,11.23479594,11.68644518
ADCY6,12.63580158,12.38066503,12.57207275,12.47390726,12.48938667,12.64110408
ADCY7,10.22051918,10.02659577,10.15686961,9.987346602,10.17564363,9.819423483
ADCY9,13.00524951,13.02649827,13.04906518,12.80276931,12.72929364,12.88506045
ADCYAP1,5.292908511,6.154243856,5.948104791,4.855275643,3.0005806,5.380883096
ADCYAP1R1,4.621433705,4.816857144,4.027248285,4.511066048,5.946140458,5.19547185
ADD1,13.80280196,13.95756628,13.9055203,13.94015068,13.505945,13.88074866
ADD2,3.098847567,3.873361564,4.479988842,3.350319706,3.785704203,3.986626744
ADD3,13.40591813,13.72047794,13.40185119,13.21663886,13.27047674,13.30972239
ADGRA1,5.835423952,6.378758631,7.119459978,6.29999664,5.414302024,5.494251537
ADGRA2,11.78557505,11.0529163,11.77020109,11.23815948,11.25208902,11.49138326
ADGRA3,11.38111773,11.36406454,11.23499314,11.22719282,11.48511627,11.57485625
ADGRB1,7.66529082,7.198246596,6.624707944,6.840838682,6.625351212,7.947994349
ADGRB2,9.130613508,8.250281848,8.760969886,8.557156111,8.367761146,8.230653577
ADGRB3,7.081810376,6.690314592,7.069170672,7.371565861,7.7379678,7.390151509
ADGRD1,6.800518473,7.600755031,7.388958589,6.820703261,7.75825629,7.95723683
ADGRE1,4.351313741,5.372307897,5.34440738,5.152296597,4.980742389,4.48976125
ADGRE2,7.621736978,7.275878316,7.313045945,7.323498146,7.966750294,7.748919746
ADGRE3,3.799929183,4.816857144,0.421760249,4.282652753,2.760054933,3.612535778
ADGRE4P,2.637020426,4.249633924,5.34440738,4.855275643,5.152296597,3.316068475
ADGRE5,10.83489121,10.26395854,10.84556744,10.80216711,10.56273128,10.46382391
ADGRF1,10.70162336,10.94637709,10.85286795,10.34134827,11.09030989,10.91609436
ADGRF3,8.110545023,8.45986014,8.051924416,7.90825834,8.77453536,8.900487388
ADGRF5,13.55631619,13.77869216,13.67975204,13.52050867,13.21396002,13.24168654
ADGRG1,14.89184773,14.64566961,15.00803398,14.80880684,13.8577712,14.50421105
ADGRG2,7.984808276,8.309614017,7.926787197,7.868673395,8.070769911,7.855322065
ADGRG3,6.0632697,6.299495117,6.260742129,5.569897532,5.372307897,5.19547185
ADGRG4,4.110668617,0.849531882,0.421760249,3.785704203,1.939208231,2.462954459
ADGRG5,11.28773693,10.99356934,11.50946811,11.04564533,10.42498544,10.54470627
ADGRG6,11.18947202,11.57583134,10.51014397,11.13167432,11.03604444,11.40196421
ADGRL1,11.80274842,11.10224898,11.7249198,11.31568747,11.08207914,11.63048148
ADGRL2,12.07789984,12.27528995,12.02239135,12.11514029,12.10451483,12.1325938
ADGRL3,8.985559444,8.871555182,8.893058899,8.675341198,9.207359755,9.28947145
ADGRL4,8.125130093,8.337844235,7.675768286,8.845748585,7.773337081,8.533217374
ADGRV1,11.06488929,10.76448931,10.55045584,11.062561,11.35266035,10.90438041
ADH1B,11.40942848,11.21977715,11.52584918,11.55776149,12.14286836,11.43680993
ADH1C,9.728769952,9.018937989,8.471072763,9.358698202,9.792851075,9.263698468
ADH5,12.63467213,12.82124902,12.67119543,12.69760332,12.90505586,12.5973235
ADH6,11.74692434,12.01699821,11.81258679,11.76507163,11.47449668,11.77654664
ADHFE1,10.8210019,10.97358427,10.84241606,10.6464741,10.53718288,10.9889306
ADI1,13.27102162,13.45824906,13.74979192,13.3348807,13.85207965,13.56351215
ADIPOQ,0.538265459,6.912037359,1.090079389,1.387928501,8.271156146,8.687331532
ADIPOR1,12.21947056,12.29434886,12.17940471,12.25999407,12.61422386,12.23256453
ADIPOR2,11.46621328,11.58357484,11.56106361,11.5058704,11.463579,11.5508071
ADIRF,12.58289427,12.51477667,12.8510074,11.60067813,13.87831091,12.56716464
