Symbol,B3B,B4B,B5B,B6B,B8B,B9B
CORO1A,9.018275517,8.329589233,9.382855415,8.889658261,9.515071862,8.893386369
CORO1B,11.94816102,11.82266921,12.16110036,11.8776084,12.04724568,11.95194652
CORO1C,12.01007633,11.89578917,11.85476778,11.95954567,11.75699375,11.82328314
CORO2A,7.27183658,8.836246464,8.581625222,8.274369861,7.966750294,8.723542227
CORO2B,9.164017514,9.594226603,9.865896475,9.748101713,9.198900496,9.260261802
CORO6,6.826650224,6.666443994,6.872671581,6.918402055,5.916543851,6.88342379
CORO7,7.628402713,7.365142903,8.07012173,7.938598268,7.629306157,7.578543563
COTL1,13.67975204,13.48185585,13.98463557,13.9629618,13.77239086,13.37932554
COX10,10.28859343,10.3245232,10.45344901,10.16928591,10.20759253,10.20327492
COX10-AS1,7.701971404,8.100208944,7.949530205,7.859450416,7.941234289,8.017526637
COX11,10.63362183,10.65470916,10.48218373,10.63931553,10.58266957,10.62423354
COX14,11.05772929,10.97665428,11.38753189,11.25026783,11.56986432,11.05218514
COX15,11.70143195,11.87701217,11.64497027,11.62335598,11.52254515,11.64680673
COX16,6.362675233,6.473564235,5.948104791,6.451527845,6.24035504,5.916543851
COX17,8.946181587,9.057739502,9.172969743,9.535413372,9.656630335,9.081509316
COX18,10.19551066,10.12047347,10.04309317,10.22538636,10.19436508,10.0958113
COX19,10.33515119,10.35347604,10.43830483,10.32027339,10.4146769,10.33383556
COX20,10.99774504,10.94026364,10.78100004,11.14328293,11.06393852,11.07843582
COX4I1,13.19469706,12.94414128,12.99968075,12.9466136,13.9055203,12.99160189
COX4I2,5.916543851,5.504996524,5.494251537,5.537832656,6.605987,5.688047897
COX5A,11.85564968,11.66554073,11.68769829,11.87998709,12.23201535,11.81019415
COX5B,12.70854983,12.32609285,12.66156256,12.51985189,13.48695624,12.71209331
COX6A1,12.74630887,12.5334854,12.6121707,12.55170076,13.50784072,12.54306333
COX6A2,6.327284192,5.372307897,4.863434937,6.604976109,6.866000717,5.989383206
COX6B1,12.20021125,12.01379406,12.08128824,12.03483694,13.08944321,12.14019836
COX6C,10.71512348,10.47470084,10.19071153,10.87119554,11.24104529,10.69733428
COX7A1,9.790240653,9.311362143,9.694336287,9.398241636,10.72186927,9.285123677
COX7A2,11.0687864,11.0740942,10.85200539,10.97941888,11.89490262,10.89802318
COX7A2L,11.24156087,11.41643101,11.20557575,11.44799166,12.00504981,11.32050443
COX7B,11.819686,11.97470511,11.65436069,11.85410875,12.54367549,11.8401995
COX7C,12.57207275,12.44451284,12.28496255,12.52455139,13.40047349,12.41551916
COX8A,12.80824895,12.67152629,12.76324632,12.74395047,13.61212947,12.70984523
CP,8.326569566,7.902544249,7.570008787,8.528620525,7.220254847,7.017875979
CPA3,5.759093696,6.357929974,5.684145064,4.781733641,5.457526155,5.529816863
CPA4,4.621433705,2.654638801,3.672920967,3.785704203,1.04900997,2.462954459
CPAMD8,10.84874539,11.15016444,11.70532023,10.70735762,10.8143534,11.51181983
CPD,12.58679828,12.70790878,12.3910398,12.74907224,12.47565867,12.66351221
CPE,10.73855822,9.573035634,9.634681087,9.850060224,10.62512321,10.98382205
CPEB1,8.040143664,5.897200788,7.008581395,8.108794471,6.683782191,6.866819202
CPEB2,11.48062338,11.11618828,11.49910239,11.5521078,11.34039263,11.66272212
CPEB2-AS1,6.68031697,7.320409554,7.170052268,7.243025675,7.235482104,7.211369594
CPEB3,10.39127285,10.74598112,10.64923803,10.36189581,10.80546387,10.72404901
CPEB4,13.25163095,13.94252323,13.34917818,13.05511572,13.45220866,13.08537711
CPED1,10.15640942,10.15686961,9.998844598,9.950364959,10.18541982,9.572549501
CPLX1,7.656275916,7.216012551,7.80205501,8.051924416,7.14907289,7.700744044
CPM,12.7957215,13.53034865,12.31298746,12.39081676,12.32002562,12.84580403
CPN2,11.04158373,11.76368549,12.36877053,11.81457234,11.29836586,11.58059114
CPNE1,11.97319209,11.83065825,12.02684982,11.87025175,11.85138183,11.83039156
CPNE2,9.978713794,9.932485689,10.53727704,10.33422689,10.22899632,9.829984213
CPNE3,11.94086988,12.33937995,11.96957682,12.07946913,11.91347298,12.18501066
CPNE4,7.081810376,7.320409554,6.387539847,7.60268441,7.385059292,7.578543563
CPNE5,8.173084822,9.086390265,9.625336854,8.482028393,7.750823292,8.25096286
CPNE6,11.02755098,10.43765904,11.56490627,8.488527543,10.13439263,11.22285371
CPNE7,7.050674128,6.735341864,6.347510611,6.723795221,5.729925161,7.359525475
CPNE8,9.773804253,10.11257559,9.621689175,9.897289426,9.568817396,9.71113449
CPO,6.99733962,7.646618598,6.840615627,6.788464832,7.021746602,6.800033095
CPOX,8.91976268,9.130613508,9.347478991,9.01080617,9.121151761,9.129716744
CPPED1,11.49199743,11.64061824,11.56160778,11.69795032,11.29836586,11.55674389
CPQ,11.95318226,12.04558832,11.85068723,11.7904185,11.63953294,11.67302569
CPS1,9.001260242,9.82419757,8.864295538,8.708888056,9.384426355,9.019336535
CPSF1,11.71271844,11.49217087,11.77020109,11.5389699,11.69292581,11.70750683
CPSF2,11.0740942,11.28262665,11.04623001,11.25484493,11.10798435,11.2450186
CPSF3,9.918451517,10.23363527,9.723335983,10.15952797,9.956478234,10.16557299
CPSF4,10.55262139,10.31119187,10.80673083,10.46707242,10.88534622,10.56695162
CPSF6,11.52012425,11.57583134,11.28849034,11.55020225,11.59954631,11.53671931
CPSF7,12.36161158,12.36702617,12.27268284,12.25136477,11.90655945,12.36603289
CPT1A,13.8821399,13.289506,13.34019237,13.15458398,13.32154321,13.17293637
CPT1B,6.267078787,6.542456456,6.521773379,6.474750542,4.760050632,6.820703261
CPT1C,6.785916586,6.154243856,6.820246017,6.676613676,6.449279501,6.319137903
CPT2,12.14852504,11.64164799,11.6162666,11.66272212,11.46747839,11.69844529
CPTP,10.9541467,10.35677544,10.87925665,11.14135552,11.31166705,11.25973677
CPVL,10.89424967,11.07210533,10.75374969,11.10876013,11.20639141,11.73120575
CPXM1,9.695151698,7.480319325,7.926787197,8.13258124,8.870692614,7.899280659
CPXM2,10.72484177,10.5134571,10.76678295,10.74100555,10.07878425,10.16820086
CPZ,6.68031697,6.774664814,6.772566719,6.145257749,7.034611952,6.423059221
CR1,9.522669988,10.01317106,9.762792327,10.18414447,9.974541381,9.24010899
CR2,8.447614451,10.00484329,7.370283498,9.091929058,6.970204271,11.02443438
CRABP1,7.284812214,8.12340908,8.745293027,7.978324157,8.104373013,7.063648934
CRABP2,7.115861411,5.004657827,6.494164084,6.604976109,6.940840037,6.923055623
CRACR2A,7.259775571,7.095132222,7.220254847,7.050307589,7.021746602,7.081931368
CRACR2B,9.526922717,8.423492732,8.764871944,9.094643565,9.390722811,9.553416145
CRADD,10.29175599,10.24059674,10.36518022,10.27083178,10.64073482,10.17709876
CRAMP1,11.81596832,11.65357571,11.85616865,11.61882991,11.63709717,11.81882461
CRAT,13.04018743,12.82865548,13.18600005,13.00638363,12.99244479,12.95769617
CRB2,10.88459948,11.19929948,11.41694792,11.66086928,10.73482578,10.98163198
CRB3,10.70840258,10.37965615,10.72162159,10.65323279,10.75423618,10.72002775
CRBN,10.70061877,10.83979999,10.48901347,10.76048543,10.88038235,10.58336475
CRCP,10.89802318,11.27633733,11.01348178,11.0684397,10.88534622,11.00928458
CREB1,10.99774504,11.10224898,10.94044757,11.02499661,11.13369749,11.08839733
CREB3,10.90056443,10.83799255,10.93971626,10.9055626,11.50153282,10.98739639
CREB3L1,8.092814213,7.59196848,7.820464132,7.917070756,6.903920355,7.655245503
CREB3L2,13.15009891,13.32813638,12.75385229,13.04810274,12.82124902,13.04718706
CREB3L3,10.00042418,6.542456456,7.147689357,6.063974857,7.674616563,6.623160835
CREB3L4,9.001260242,9.400095621,9.30173825,8.720192776,9.38677479,9.110718931
CREB5,10.00385323,10.20293923,10.32565822,9.045752468,10.08346065,9.682769426
CREBBP,13.48695624,13.54363442,13.53878376,13.31467627,13.32001221,13.47816616
CREBL2,11.54676334,11.6733878,11.49169668,11.64385829,11.60682912,11.65369466
CREBRF,10.97369336,11.92226151,11.01950077,10.81277601,11.28633492,10.98569635
CREBZF,11.36594226,11.16653733,11.45618874,11.42332799,11.45886537,11.54799951
CREG1,11.54944719,11.32587825,11.27165772,11.8029546,11.41344572,11.65185932
CRELD1,11.06144862,11.07210533,11.13737827,11.15625107,10.86909813,11.08496067
CRELD2,9.712745681,9.464180939,9.628131715,9.717174629,10.03496766,9.702376584
CREM,9.07049747,9.212866742,8.927069485,9.339795464,9.409957451,9.246700026
CRHBP,9.843346629,10.33758809,10.74485108,11.14577156,9.619030149,9.604537439
CRHR2,4.454618977,5.504996524,5.780940642,6.53963511,6.192786532,6.165721677
CRIM1,13.92112076,14.31172814,14.04924334,14.11373803,14.00419795,14.16464804
CRIP1,9.838726399,8.900608221,9.865896475,9.199405315,10.37773002,9.154217116
CRIP2,11.84107889,11.40762697,11.9555426,12.05361339,12.35309744,12.14315139
CRIP3,8.942195628,8.375844915,9.47598105,9.054477803,8.748513574,8.741260037
CRIPAK,10.28646365,10.08712058,10.25807877,10.36189581,9.515071862,10.36341678
CRIPT,10.05114029,10.43614079,10.19786663,10.02402614,10.19786663,10.02120189
CRISPLD1,6.194528897,6.299495117,6.04323356,6.408780898,5.457526155,6.087031264
CRISPLD2,11.09683348,11.16153959,10.87240261,11.43195534,11.16108379,11.06938816
CRK,11.77536748,11.63872551,11.72055656,11.90655945,11.74161624,11.82432361
CRKL,12.21735279,12.28880881,12.36041297,12.29211188,12.29462017,12.28061753
CRLF1,6.715730563,5.791916165,6.260742129,5.720436028,6.333748712,6.407374801
CRLF3,9.631192171,9.81251268,9.683621571,9.702989751,9.30173825,9.636063318
CRLS1,10.67837521,10.78591406,10.65896957,11.151722,11.18485286,11.16835222
CRMP1,11.25943152,11.48125394,11.04393575,10.76614307,11.08207914,11.21531283
CRNDE,6.362675233,6.064624156,5.780940642,6.22067355,7.00498652,7.187203239
CRNKL1,10.4122761,10.82276306,10.48901347,10.57517778,10.47175314,10.57040841
CROCC,11.56916399,10.93612279,12.0919067,11.71055876,11.45093852,11.84855487
CROCCP2,11.13419247,10.78723922,11.07925531,10.45015129,10.20759253,10.14040879
CROCCP3,10.75344253,10.56783661,10.87925665,10.50928372,10.44926198,10.71704137
CROT,9.95678257,10.07225965,9.891504356,10.11028874,9.583185969,10.03052808
CRP,1.365201229,4.915226356,2.69459396,1.387928501,1.387928501,1.021751519
CRTAC1,7.733233791,7.275878316,6.944029092,7.625666287,8.630970634,7.419944487
CRTAM,4.454618977,3.170508835,3.873361564,3.582600971,3.421145623,3.612535778
CRTAP,13.33159207,13.36200718,13.26016125,13.33641197,13.25529121,13.28845102
CRTC1,11.52347489,11.3941061,11.72705192,11.47063454,10.92261632,11.65579861
CRTC2,10.89268889,10.7543762,10.91485919,10.69044044,10.63193787,10.74206031
CRTC3,11.3770368,11.21977715,11.31147371,11.15954623,11.10158754,11.28600864
CRY1,9.902504729,10.4460487,9.884701597,9.810391115,9.734496137,10.01380918
CRY2,12.7050839,12.48906735,12.92848944,12.81147366,12.5973235,12.77115151
CRYAB,12.8705679,13.42165735,12.54306333,12.97209798,12.99540006,13.28044073
CRYBB2P1,8.207172935,9.359698606,9.304240431,9.135656402,9.290505015,9.794022494
CRYBB3,7.778128241,8.12340908,8.060374503,8.139820236,7.852323917,8.197919836
CRYBG3,11.15402373,11.53671931,11.2504417,11.42262372,11.56442159,11.31667275
CRYGS,6.785916586,6.756728107,6.789486882,7.454768609,6.795336864,6.923055623
CRYL1,13.53878376,14.20048304,14.12464785,14.05425509,14.59574473,14.13957504
CRYM,10.96520772,11.28262665,11.44120633,10.85934078,11.87083649,11.5621837
CRYM-AS1,6.345601655,6.448660037,6.04323356,5.787491425,6.493924747,6.682604583
CRYZ,12.48803927,12.69978668,12.17385861,12.63423311,12.36877053,12.53595275
CRYZL1,9.23772887,9.719038263,9.407971909,9.582985674,9.653801951,9.524974094
CS,13.04280742,13.06906739,12.96395448,13.04593184,12.87813743,13.11979406
CSAD,11.13532896,11.15572901,10.98726272,10.87952752,10.50295346,11.05136811
CSDC2,12.31543412,12.5382516,12.57700528,12.18216578,12.3428594,12.41310044
CSDE1,14.11783519,14.34422283,13.89744105,14.17662271,14.19393652,14.25792167
CSE1L,10.59813949,10.99807406,10.67217207,10.79995375,10.54758282,11.04689608
CSF1,10.71712878,10.4548066,11.24635604,10.92974339,10.26797343,10.6991747
CSF1R,11.23329184,10.88228789,11.36204251,11.1044558,11.18213652,10.84256954
CSF2RB,8.584351713,8.100208944,8.681215097,8.212942667,8.415150597,8.031653419
CSF3R,7.284812214,7.451157211,7.624866217,7.347654888,7.481629543,7.211369594
CSGALNACT1,9.261069521,9.664384377,9.686719758,9.409859556,9.679692114,9.364616595
CSGALNACT2,9.944755278,10.05945522,9.74308082,9.663501065,9.91755895,10.02505903
CSK,10.7050999,10.27197773,10.92984937,10.72468992,10.60008537,10.79667057
CSMD1,9.709695749,10.16008653,9.668269954,8.116611567,9.972076384,9.612349556
CSMD2,6.619344412,6.756728107,6.588354096,6.385720476,6.144951305,5.611796965
CSMD3,4.621433705,3.873361564,6.19045205,5.284455867,4.705810006,5.05483608
CSNK1A1,12.1325938,12.31757258,12.22080929,12.27411088,12.18972229,12.25458854
CSNK1D,12.9830487,12.75478331,12.98637913,12.93309034,12.67949676,12.92641948
CSNK1G1,11.49599547,11.69737513,11.49368154,11.36392318,11.51341658,11.39687863
CSNK1G2,12.1336338,11.57485625,12.12367458,12.01026524,12.0615579,12.03905408
CSNK1G2-AS1,7.384126979,7.246981559,7.532526838,7.00498652,5.974478588,7.176989067
CSNK1G3,10.08396606,10.17228594,9.900488763,10.06002484,10.34059614,10.09445464
CSNK2A1,11.96513012,12.3558894,12.00315652,11.97858697,11.85359905,12.03142203
CSNK2A2,10.60390433,10.89615434,10.80673083,10.64839759,10.62814353,10.56346493
CSNK2A3,7.968952239,8.322578844,7.728561406,7.186396609,7.654040531,7.491997379
CSNK2B,0.538265459,0.849531882,1.090079389,0.426559521,0.538265459,6.660444426
CSPG4,11.04393575,10.82446881,11.73007032,11.19222293,10.46360728,10.87527163
CSPP1,11.34272195,11.57016295,11.33562204,11.44351586,11.23654044,11.31586887
CSRNP1,9.919784376,9.757949909,10.42529455,10.48465923,10.04164461,10.35419713
CSRNP2,10.91075738,10.77653869,10.92770734,10.90174406,11.01156589,10.90709474
CSRNP3,9.960687073,10.3280022,9.74027139,9.602413905,10.18737257,9.932485689
CSRP1,12.42673886,12.66156256,12.53476576,12.48714591,13.18264879,12.72561703
CSRP2,10.40276988,10.13581022,9.856413241,10.17228594,10.39421746,9.988615843
CSRP3,3.910498147,4.370172829,4.183246058,2.97937865,3.945103895,4.816857144
CST1,0.538265459,0.849531882,1.090079389,2.487612698,0.397763887,0.485446671
CST3,13.70672415,13.28463057,13.6357263,13.52404702,13.86302275,13.64177723
CST6,3.538287153,0.403363038,2.134593951,2.487612698,4.877217949,2.462954459
CST7,6.267078787,5.791916165,6.236174254,6.451527845,5.885422472,6.087031264
CSTA,4.017255252,3.873361564,2.134593951,3.350319706,5.221966142,1.021751519
CSTB,10.04964613,8.758404483,8.90021158,9.734199084,9.854530799,9.578299557
CSTF1,9.980707476,10.08494699,9.806063588,9.990676967,9.885660794,9.916293129
CSTF2,9.206536938,9.382100763,9.444805781,9.25719199,9.107775161,9.235457693
CSTF2T,10.91286329,10.93845772,10.94637709,10.83254981,10.91043977,10.94505942
CSTF3,9.67992124,9.899908974,9.565760861,9.691952158,9.441534673,9.788640743
CTAGE15,5.217230336,4.495764638,5.292908511,5.393682728,2.760054933,0.485446671
CTAGE4,6.840838682,6.542456456,4.670280168,6.269634948,5.561965266,4.985297707
CTAGE7P,7.425403709,7.306269374,7.689777558,6.877884309,6.993012384,7.611364991
CTB-113P19.1,7.639693911,8.051620638,7.935612444,7.966834153,7.727277251,7.553485569
CTB-178M22.2,7.259775571,7.259935517,6.975389825,6.972877808,6.73175907,6.641273801
CTBP1,11.84575949,11.59698944,11.8666839,11.82057168,11.95119493,11.86451606
CTBP1-AS,9.140262384,8.936821852,9.415949134,9.239574874,8.728063723,9.35735941
CTBP1-AS2,10.05401032,10.10115255,10.28973629,9.946522082,9.956478234,10.02353659
CTBP2,11.69569965,11.74985552,11.79355723,11.82376548,11.8563077,11.8959424
CTBS,9.804358367,9.816267989,9.810211499,10.15470798,9.732093367,10.16640977
CTC-338M12.4,8.403749275,8.179114777,8.452038217,8.355670299,8.445924403,8.640237332
CTC1,11.72971527,11.85844208,11.88639748,11.51957016,11.73060093,11.77280655
CTCF,11.42131087,11.46068171,11.33810383,11.40136556,11.12124042,11.41872264
CTD-2297D10.2,7.507419399,7.275878316,7.871275149,7.558048847,7.51598185,8.024756492
CTD-3080P12.3,8.909432553,9.578326455,10.08000777,9.800262979,9.072794552,9.5182772
CTDNEP1,12.01956551,11.85301716,12.06068337,12.08279163,11.98950172,11.79492799
CTDP1,11.17001129,10.69963518,11.39603573,11.25746,10.73482578,11.00498763
CTDSP1,13.23306339,12.97492351,13.22598361,13.25666023,13.34917818,13.24396762
CTDSP2,13.69296443,13.88855064,13.87164669,13.66176469,13.91062139,13.68519112
CTDSPL,12.26251004,12.19022018,12.07196938,12.29434886,12.36005104,12.30191946
CTDSPL2,10.22817195,10.44186473,10.1174212,10.13702033,10.2448188,10.17879476
CTF1,8.676661056,8.500588093,8.840006909,8.909658811,8.497120665,8.888533681
CTGF,12.25535808,12.2782022,12.82787702,12.95479873,12.14343442,12.31324807
CTH,9.560008397,10.25781421,10.13672176,10.11442782,9.870778544,9.865490905
CTHRC1,7.10500706,6.645447341,6.624707944,7.20116429,7.172266616,7.134375801
CTIF,11.87049003,11.65910405,11.88866399,11.7379503,11.61882991,11.97220432
CTLA4,0.538265459,0.849531882,0.421760249,2.97937865,3.597108224,3.816447167
CTNNA1,14.20808315,14.31774916,14.13957504,14.18061868,13.92613978,14.30838341
CTNNA3,7.315853674,6.774664814,6.574862289,6.76885283,7.119282741,6.602824156
CTNNAL1,10.19738027,10.10858466,10.0040845,10.29596769,10.131393,10.15759458
CTNNB1,13.78291976,13.92112076,13.6730399,13.79072821,13.48040665,13.78860385
CTNNBIP1,10.66770575,10.62456016,10.79548902,10.53686273,11.06727587,10.68301679
CTNNBL1,10.50119565,10.83979999,10.55888488,10.59140261,10.71025802,10.5323973
CTNND1,9.221873983,10.03279665,9.460534162,9.195391837,9.087699889,9.354886136
CTNS,11.70563465,11.80525157,11.64996133,11.61047082,11.2967661,11.70563465
CTPS1,10.91454018,10.49695925,10.72162159,11.17398993,10.64073482,10.8445408
CTPS2,10.06402433,10.36865028,10.14866818,10.01470606,10.04389474,10.09353116
CTR9,11.2279508,11.45344986,11.19860213,11.4132864,10.92129374,11.30190243
CTRL,8.630701454,8.63531738,8.908393652,8.41601381,8.037007497,8.39890795
CTSA,13.8305273,13.80691667,14.00419795,14.20517835,13.55320243,13.76914671
CTSB,16.43736443,16.35549994,16.48581567,16.58238663,16.39757671,16.39757671
CTSC,13.02607825,13.28044073,12.8500728,13.20976759,12.67342687,13.11669214
CTSD,15.75425926,15.40166813,15.45965053,15.47535364,15.44280356,15.60776231
CTSF,12.33365006,12.4121994,12.39319558,12.2645567,12.43156332,12.17250485
CTSG,4.549394947,5.078758139,5.453923613,3.582600971,4.980742389,4.271576041
CTSH,13.8577712,14.09218163,14.25398485,14.4803615,14.10300429,14.33092134
CTSK,9.001260242,8.986844623,8.427320098,8.773164176,8.816256162,8.813095434
CTSL,12.52018481,12.52994137,12.567471,12.67886415,12.77009989,12.4261309
CTSL3P,9.009251792,9.903652009,9.652301581,9.199405315,9.376858547,8.937045076
CTSLP2,8.099362861,7.771306404,7.904387454,7.576785084,7.089045793,8.346245561
CTSLP8,5.691598713,5.70189657,6.278017454,5.751739612,6.002469741,5.876104227
CTSO,10.51227908,10.58367019,10.26361992,10.46707242,10.0847061,10.57320794
CTSS,9.335651256,9.294226656,9.506434005,9.527178152,9.684650012,9.228010686
CTSV,9.471624128,10.844813,10.48218373,9.666395553,9.942126481,9.582504722
CTSW,7.343330715,6.81032686,6.931916375,6.563131101,7.235482104,5.654457476
CTSZ,12.64424332,12.44759371,12.29594534,12.31031044,12.67152629,12.30760126
CTTN,13.15626918,13.10828646,13.11759578,13.20125105,12.92454834,13.19955411
CTTNBP2,10.64662259,10.94962936,10.79081423,10.36355081,10.69238628,10.81595124
CTTNBP2NL,11.20603681,11.32148423,10.99792723,11.08378948,10.93808129,10.91343863
CTU1,8.488322625,8.138707786,8.592762972,8.534594723,8.743067316,8.473478752
CTU2,9.519511473,9.520219414,9.985069941,9.647981129,9.673312408,9.587026914
CTXN1,8.471072763,7.183802511,7.494383821,7.821040398,7.869048241,7.56153342
CTXN3,11.04877815,10.60354636,10.35258839,10.87315136,10.85575214,11.04141575
CUBN,18.10830738,18.10830738,18.10830738,18.10830738,17.28196875,17.49445805
CUEDC1,11.80903955,11.3289812,11.85319027,11.66510636,11.74692434,11.88786662
CUEDC2,11.12037972,11.02962973,11.11854714,10.91343863,11.6273909,10.9259552
CUL1,11.05324422,11.22684414,11.06527576,11.22840841,11.12285672,11.26411664
CUL2,9.941052689,10.17432322,9.70335405,10.14019576,9.573314149,10.12821096
CUL3,11.34450385,11.61116304,11.22840841,11.65561371,11.14204854,11.6059299
CUL4A,11.65381362,11.81776779,11.68293854,11.70696573,11.57183515,11.90082475
CUL4B,10.70917599,11.02722549,10.6855896,10.95792014,10.59276851,10.94995198
CUL5,11.12615488,11.39805355,10.99452541,11.30832842,11.29242248,11.25973677
CUL7,12.33152192,12.39419599,12.53244161,12.3387538,12.13583739,12.37011816
CUL9,12.59403806,12.53595275,12.71552963,12.50035272,12.42159028,12.54804956
CUTC,8.552242072,8.587497536,8.446243475,8.534594723,8.593887264,8.570982003
CUX1,14.16145006,14.06505771,14.06160767,13.81527768,13.90275249,13.97904792
CUX2,4.256894994,3.170508835,4.479988842,4.147195984,4.877217949,4.897042917
CWC15,10.27571854,10.14441355,9.870649975,10.17454192,10.40994124,10.05963039
CWC22,9.753860753,9.903652009,9.728607298,10.06402433,9.430498149,9.951931518
CWC25,10.49389178,10.47767643,10.41588371,10.61280337,10.19786663,10.4423721
CWC27,9.373945338,9.483391088,9.002761862,9.585132477,9.107775161,9.441207421
CWF19L1,9.812298872,10.15270746,9.601437587,9.821134003,9.932485689,9.900831123
CWF19L2,10.39224234,10.71094417,9.903472147,10.29350222,9.983410782,10.43150397
CWH43,9.206536938,9.104603904,9.679010623,8.789459123,8.870692614,9.115148671
CX3CL1,11.75777812,11.73886649,11.83327293,11.54523363,11.25973677,11.48875284
CX3CR1,8.190991832,8.400013142,8.321189638,8.647826552,8.138770479,7.89156947
CXADR,9.699066728,9.506633038,9.254102256,9.421859098,9.456543551,9.615791552
CXCL1,5.691598713,5.829800005,5.292908511,5.609946628,6.03183144,5.05483608
CXCL10,5.655211268,4.495764638,6.19045205,8.041655457,6.090474853,4.48976125
CXCL12,13.83375695,13.48370284,12.80469299,13.35047346,13.525477,13.4878563
CXCL13,0.397763887,0.403363038,0.421760249,1.387928501,1.04900997,1.021751519
CXCL14,14.27037055,14.25398485,14.11783519,14.51674815,14.25792167,14.41615841
CXCL16,10.1001641,10.01909325,10.03322801,10.09823275,10.16625654,10.14291311
CXCL2,4.757084109,4.249633924,3.672920967,5.2029652,5.414302024,5.341451493
CXCL3,3.098847567,2.654638801,3.672920967,4.282652753,3.945103895,4.378594212
CXCL6,5.759093696,4.63956861,0.421760249,4.39629983,3.945103895,3.316068475
CXCL8,3.685518103,4.816857144,4.351313741,2.97937865,4.621433705,3.816447167
CXCL9,7.56776338,5.230057565,7.792244998,9.645370459,5.75084124,5.380883096
CXCR1,3.356967007,4.63956861,4.863434937,4.39629983,4.089789182,3.986626744
CXCR2,3.685518103,5.54545424,5.03110201,5.455089573,4.621433705,4.271576041
CXCR2P1,4.017255252,1.989117181,5.566564234,5.284455867,2.462954459,0.399363645
CXCR3,7.09200202,5.464766919,6.387539847,6.805971291,6.449279501,6.214903008
CXCR4,8.457957888,8.746122534,7.883546053,8.237828434,8.603814819,7.947994349
CXCR5,6.327284192,6.645447341,7.276920733,6.385720476,6.514524201,6.294940038
CXCR6,7.984808276,7.902544249,7.877331221,8.011061893,7.69020755,7.89156947
CXXC1,11.48062338,11.29099932,11.50139303,11.55285876,11.49102441,11.54417591
CXXC4,6.894170244,7.335502001,6.624707944,6.604976109,6.866000717,6.294940038
CXXC4-AS1,5.569897532,7.198246596,6.588354096,6.033301252,6.376051217,6.112636244
CXXC5,12.40076498,12.14093083,12.49825305,12.53152958,12.38428256,12.4720638
CXorf21,6.099211789,5.997889512,5.604067587,5.787491425,5.772655594,5.494251537
CXorf23,10.01080247,10.3719704,9.923560894,10.13581022,10.0682777,10.17296728
CXorf36,9.306362777,8.231222723,8.463903116,8.858843652,8.567779237,9.235457693
CXorf38,10.01768694,9.899908974,9.985069941,9.880455325,9.780328101,9.951931518
CXorf40A,10.23585117,10.38263806,10.45666235,10.25150787,10.57976001,10.4544607
CXorf40B,7.805037972,7.884100227,7.976857466,7.985948909,8.145002077,7.922324877
CXorf56,9.40751781,9.532841073,9.616910953,9.709695749,9.725961671,9.726402981
CXorf57,8.104373013,8.231222723,7.683126975,7.768074152,7.481629543,8.078437201
CYB561,11.78166431,11.77558688,11.73251692,11.84189959,11.70297846,11.8597346
CYB561A3,11.19180013,11.0612541,11.22667538,11.05688885,11.09370814,11.11103297
CYB561D1,10.69746337,10.62687813,10.67801817,10.58732592,10.46685928,10.47767643
CYB561D2,9.186976507,9.268607059,9.679010623,9.40473006,9.878496789,9.461729747
CYB5A,13.81779542,13.6582887,13.86009234,13.51131564,14.28174926,13.60166129
CYB5B,11.25638693,11.14245796,11.15386735,11.31505364,11.52652174,11.2018735
CYB5D1,11.16424527,11.36964598,11.00612292,11.17993723,10.72700342,11.34649494
CYB5D2,11.15973206,11.01205923,11.1313277,11.13942659,11.19476806,10.88158828
CYB5R1,11.76584125,11.86951234,11.82556876,11.87629857,11.81563576,11.74101317
CYB5R2,8.638889812,8.640114691,8.490869836,8.051924416,8.603814819,8.213198036
CYB5R3,13.41879084,13.02960697,13.33159207,13.63786091,13.20300927,13.289506
CYB5R4,8.240109898,8.587497536,7.854310738,8.619310861,8.620963648,8.278302382
CYB5RL,9.115483674,9.506633038,9.447797809,9.032052437,9.094918958,9.25637459
CYBA,12.10876563,11.86304154,12.42787136,12.94091611,13.15235555,12.07921506
CYBB,9.709695749,9.837552432,10.06271405,9.806942394,9.671631896,9.3855162
CYBRD1,11.32181819,11.1175662,11.18452517,10.85761317,11.28970334,11.12479428
CYC1,12.6850223,12.42046053,12.75160354,12.64851722,13.49283643,12.7957215
CYCS,11.16801411,10.991438,10.81731831,11.27783195,11.09944657,11.23347048
CYFIP1,12.56527513,12.70707797,12.72997072,12.47298861,12.45563385,12.60340244
CYFIP2,14.83617526,14.95159258,14.86786507,14.86786507,15.21683794,15.64885183
CYGB,9.341149289,9.272200444,9.165616078,8.958602784,9.121151761,8.857841474
CYHR1,11.20520632,10.93204059,11.22045258,11.05454993,11.4159569,11.23242464
CYLD,11.04700956,11.25638693,11.06527576,11.11532933,11.3852271,11.17435479
CYP17A1,12.5893039,10.6477362,14.18393682,13.16962305,12.74723957,13.08857565
CYP1A1,4.878196784,2.654638801,6.663742294,3.350319706,1.939208231,4.816857144
CYP1B1,11.76584125,11.4426922,11.19222293,11.50255889,11.32860203,11.78699099
CYP1B1-AS1,6.250621946,7.124218838,6.55748467,6.169505255,6.940840037,6.602824156
CYP20A1,12.44728619,12.48663315,12.4459005,12.32834411,12.29047937,12.4108645
