Symbol,N2A,N3A,N5B,N6B,N7B,N8B,N10B,N12B,N13B
A1BG,6.469841868,6.203464232,6.88857471,5.273028493,6.417217857,5.997889512,6.623160835,6.391958435,5.697619513
A1BG-AS1,5.719695811,5.456240165,6.201278458,4.484042832,5.512423428,5.159483262,5.978861993,5.478157402,4.877217949
A1CF,12.18528407,12.50966582,12.13041232,12.32442923,12.56852011,12.35361077,12.39876796,12.27268284,12.24597409
A2M,15.47535364,14.99760703,15.37601713,15.1319202,15.00803398,15.24279998,15.60776231,15.34886166,15.09186966
A2M-AS1,7.450052412,7.514130503,7.281880934,7.258394874,7.532757115,7.257830981,7.753721096,7.558048847,7.302396745
A4GALT,11.16192224,11.04862208,11.16955628,11.28029947,11.19046531,11.01052429,12.09935358,11.41805633,11.27960746
A4GNT,7.300469063,5.576220901,7.185369534,6.24035504,6.23473351,8.421187335,6.261066778,6.391958435,7.216288652
AAAS,11.12331435,10.90045304,10.98798815,11.01333215,11.0687864,11.06159143,10.73930435,10.89252,10.74579296
AACS,10.38040901,10.60736492,10.34457255,10.71943307,10.56877195,10.54913729,10.5339919,10.71898898,10.45890919
AACSP1,7.881646277,7.727277251,7.053640086,7.452231691,6.389662368,6.530432965,8.165592646,6.07708944,4.370172829
AADAT,8.637891342,8.520625521,9.154032208,8.664816543,8.673544103,8.546500579,8.267949854,8.729986207,9.22773953
AAED1,8.019092054,8.152474586,8.2349027,8.159433723,8.10413213,7.927675007,8.140082669,8.146194521,8.954831542
AAGAB,10.7596058,10.88509257,10.62340661,10.62006971,10.74311152,10.81244878,10.75473829,10.73740653,10.70828949
AAK1,13.6357263,13.56351215,13.33159207,13.47138927,13.43338342,13.4671194,13.67397878,13.4481501,13.64933084
AAMDC,8.923573452,9.07608796,8.982967689,8.835108796,9.198419574,9.044087774,8.743067316,8.892590308,8.910646423
AAMP,11.99700865,11.98729007,12.07647992,12.09852708,11.96741867,12.06846262,12.03228021,12.14705008,12.06246435
AANAT,5.619184827,5.179900528,5.049927593,5.071014578,5.2029652,4.990298796,6.338748949,5.100050992,5.840430671
AAR2,10.54582136,10.50483401,10.4809157,10.39784853,10.66241216,10.42054549,10.54750578,10.48010368,10.39857088
AARD,5.969386469,6.575733644,6.167347055,7.570468979,6.111603958,6.50110454,5.496524758,6.418825936,6.52152308
AARS,12.89161817,13.07028001,12.93660815,12.74357898,12.87308816,12.81391439,12.81077813,12.85771189,12.66270498
AARS2,10.94637709,10.90366063,10.92861803,10.82383411,10.9342583,11.10836594,10.98110719,11.0203492,10.70465667
AASDH,10.04807256,10.22397412,9.909738363,10.04237813,10.1021281,9.788149542,9.918321082,9.740845722,9.894076861
AASDHPPT,10.16891378,10.38814178,10.15185852,10.40087408,10.38984167,10.34781278,10.19290069,10.20776133,10.24940459
AASS,12.46805382,12.4354477,12.63774191,12.06746771,12.12218947,12.08012123,12.72170309,12.17673254,12.7135204
AATBC,8.034233064,7.56133438,7.789850747,7.169778796,7.896824315,7.957404934,8.140082669,8.048650775,7.905596549
AATF,10.81595124,11.03852045,11.07754667,10.96168791,10.97511581,11.05873055,10.95281958,10.9708436,11.01467338
AATK,9.24010899,8.786729375,9.61265876,8.371512692,8.751430456,10.49248498,9.777439404,9.502949913,10.04689596
ABALON,7.712230239,7.986586795,7.831948611,7.724106754,7.949022626,7.437881034,7.877331221,7.275087994,8.000650691
ABAT,14.4591425,14.67486666,14.6339298,14.58301316,14.60618304,14.64566961,14.28960909,14.54084469,14.42039689
ABCA1,12.42937731,12.70057908,12.65407166,12.50303264,12.43177337,11.8946557,12.4492119,11.99872551,12.1265538
ABCA10,9.905136036,9.918451517,9.774933415,9.47896943,9.894076861,9.558669011,10.027711,9.840259513,9.534446792
ABCA11P,8.393449898,8.381987137,7.912674706,8.292032752,8.348958495,8.04398286,8.103703807,8.069513571,8.165036476
ABCA12,6.621083709,6.575733644,5.912025482,7.002266733,6.07804668,6.560987943,7.544889589,6.574862289,6.69677706
ABCA13,5.490838745,5.623003059,3.570243438,5.919503061,4.316935937,6.560987943,5.92297953,4.877217949,4.633467978
ABCA2,12.91590872,12.46059384,12.55957892,12.79778844,12.71954872,13.11033356,12.94500552,12.77937447,12.34025139
ABCA3,11.00928458,10.57364054,10.39127285,10.85116732,10.80327508,10.99161591,11.06710159,10.81055912,10.44676202
ABCA4,8.271003481,8.614610507,7.891967576,7.755738788,8.221574789,9.103775753,8.069513571,8.791384286,7.760984268
ABCA5,11.91136177,11.90303139,11.6981978,11.76584125,11.77359379,11.33116291,11.86728406,11.52737287,11.97755526
ABCA6,10.46584031,10.23484114,11.00563382,9.952493014,10.35585678,9.588633002,10.31971756,10.58001851,9.941942645
ABCA7,10.8081097,10.55291304,10.33782934,10.61423843,10.66241216,10.3380242,10.87347137,10.57026156,10.70828949
ABCA8,11.41255588,11.16455578,12.11788105,11.24821697,11.47647772,10.41260978,11.31627692,11.29529479,10.96382737
ABCA9,9.831283139,9.685247396,10.28455566,9.069803557,9.802283913,8.869163716,9.728932606,10.03496766,9.423825166
ABCB1,12.86740405,13.23306339,12.85281848,13.02511744,13.07651922,12.75300966,12.74281063,12.81077813,12.93150517
ABCB10,10.14266323,10.49468803,10.24838194,10.29999213,10.29350222,10.28584711,10.20572647,10.35195401,10.09673641
ABCB4,6.894170244,7.170468922,8.2349027,7.483045555,7.061196484,6.991111211,7.637013304,7.558048847,8.197428792
ABCB6,10.51801909,10.61836127,10.38943163,10.47893495,10.60586164,10.51830925,10.45619583,10.68153973,10.29229125
ABCB7,10.57134161,10.69723416,10.52909682,10.61532328,10.52973798,10.60736492,10.29605613,10.39800854,10.40036773
ABCB8,11.59084233,11.40210781,11.41643101,11.46602361,11.4961507,11.42508233,11.50959849,11.68492235,11.31544147
ABCB9,8.854738728,8.539115539,8.789654914,8.991037049,8.935779446,8.80702852,9.404108123,9.158722109,8.732728657
ABCC1,11.84699693,11.47761225,11.51807853,11.53996268,11.53388358,11.64755311,11.6496348,11.6937249,11.4961507
ABCC10,11.38937607,11.29706302,11.03835089,10.91930031,11.22719282,11.26428578,11.28581705,11.44539363,10.76730535
ABCC11,3.860224659,5.027123983,4.904415591,4.597393938,5.2029652,4.91423246,4.09245356,7.088858428,3.957134072
ABCC2,13.00008528,13.51888879,13.19789231,13.14348861,13.4481501,13.40309968,13.01161175,13.16526413,13.54363442
ABCC3,11.25772233,11.27960746,10.71981137,10.73537007,11.40136556,12.39081676,11.05741013,11.44863433,10.77494899
ABCC4,12.52194252,12.3220843,12.36965793,12.62939167,12.73886031,12.94619475,12.89898857,12.83934077,12.38843793
ABCC5,12.03755863,12.25486958,11.68847358,12.0392945,12.03340163,11.92226151,12.08461107,11.95704785,11.83818282
ABCC6,13.6667394,13.7419603,13.77239086,13.50426076,13.86478452,13.70576839,13.54121315,13.29784006,13.44223445
ABCC6P1,10.72770091,9.901187876,10.32733293,9.970075242,10.28997217,10.14343895,9.873245933,10.2360304,9.094918958
ABCC6P2,8.699675228,8.381987137,8.665021702,8.271552797,8.892449188,8.799533789,8.441290218,8.686772611,8.635213996
ABCC8,6.710314435,6.975714538,7.509237234,6.59403936,6.002469741,7.380134869,6.863158643,6.297199085,6.304624909
ABCC9,10.46448681,10.30026974,11.02582843,9.886959147,10.00628526,9.948750105,10.45025994,10.66188232,10.19429377
ABCD1,10.03152869,10.05509862,10.24317699,10.14419733,10.23239827,10.1470983,10.5163057,10.53971888,10.17682789
ABCD2,7.56756555,7.339211837,6.980232664,7.452231691,7.301268073,6.7638881,6.261066778,6.574862289,7.370033199
ABCD3,12.47831446,12.32809129,12.29594534,12.24678503,12.36823278,12.53215057,11.86428934,12.25230163,12.28880881
ABCD4,12.01885816,12.1218076,12.07480124,12.09566275,12.25969473,12.14602334,12.06223313,12.17505164,11.94550885
ABCE1,10.42943733,10.34134827,10.22423925,10.15486709,10.22257406,10.16891378,10.16382065,10.15788207,10.50321431
ABCF2,10.97982852,11.18561001,11.04718289,11.00383871,11.1130074,11.07210533,11.1191936,11.12534664,11.09388689
ABCF3,11.50491792,11.71909569,11.61212511,11.45173103,11.54539544,11.66487592,11.61558634,11.55513697,11.62430396
ABCG1,9.666047539,9.921116607,10.46046182,10.20491329,9.958904753,9.792730465,10.73582145,10.15031755,10.41291736
ABCG2,9.309460097,9.4653629,9.379760784,8.766945299,8.982562079,9.7140928,9.392837811,9.062712788,9.0613366
ABCG5,6.105066894,6.109297889,4.63467479,5.919503061,6.494164084,6.683782191,5.271503171,5.882662596,4.877217949
ABCG8,3.491091337,6.03651069,4.82334823,5.613230912,4.010916215,7.395170155,5.458283212,4.542370466,3.79572521
ABHD1,7.300469063,7.482475429,7.266864208,6.546994139,7.580967032,7.269901879,7.525185582,7.028601391,7.184687087
ABHD10,11.51747619,11.50959849,11.39329821,11.30693649,11.24520267,11.50354298,10.97718263,11.25676031,11.19362833
ABHD11,10.27062906,10.13733386,10.23343235,10.65613607,10.72404901,10.46061276,10.50321431,10.5275034,11.0622176
ABHD11-AS1,6.556142938,6.392371463,6.428820777,7.370963925,7.938952288,6.740304331,6.827047665,6.391958435,7.571725633
ABHD12,10.95991492,11.19378729,11.2085122,11.36392318,11.29256697,11.36423121,11.49283889,11.3176511,11.23815948
ABHD13,9.372438887,9.158035004,9.182359053,9.067244829,9.141577496,9.006829316,9.267777032,9.245933991,9.493394041
ABHD14A,9.38158356,9.675805208,9.81251268,9.405005345,9.440934,10.42301428,9.121926931,9.66421609,9.3323914
ABHD14B,12.43715617,12.36005104,12.54177542,12.44561377,12.56098013,12.51735819,12.36161158,12.76765735,12.30132188
ABHD15,10.95692481,10.92873975,11.44375093,10.7589038,11.33018703,10.84321614,11.01522586,11.20682703,11.11952774
ABHD16B,8.805192522,8.653626113,8.913542165,8.885163848,8.900349484,9.023764223,8.943935767,9.088943911,8.486245914
ABHD17A,10.76907147,10.30026974,10.74001972,10.79336468,10.73370779,10.91436799,11.06358564,10.9793077,10.76892647
ABHD17B,9.717757606,9.908262553,10.08694896,9.929927018,9.794022494,9.722698915,10.0009808,9.918592363,9.909450418
ABHD17C,9.374612437,9.655102621,9.426952904,9.679553749,9.70335405,9.815333381,9.486756809,9.680320832,9.460984071
ABHD18,10.2468868,10.49291359,10.32733293,10.41689425,10.40994124,10.39390428,10.30403761,10.21829892,10.42013322
ABHD2,13.26257598,13.04906518,13.10213619,13.07120025,13.31671859,13.23689174,13.30210535,13.20483646,13.24894047
ABHD3,9.182514,9.353105763,9.40760463,9.143930461,9.107971687,9.142804016,9.27365401,9.349596675,9.493394041
ABHD4,10.85575214,11.24765499,11.09737273,11.4005811,11.19608103,11.22879762,11.16278574,11.04010337,11.17142418
ABHD5,9.762391956,10.02901153,10.0806335,10.02220898,9.966520613,9.911175671,9.934796718,9.808682991,10.33630307
ABHD6,11.7589904,11.75124985,11.84699693,11.45658178,11.84407954,11.68802643,11.52208469,11.6329739,11.40586983
ABHD8,9.453444023,9.417132056,9.48250209,9.795401124,9.851646096,9.694937741,9.902704923,9.812143736,9.395428064
ABI1,11.17813423,11.36378183,11.35126542,11.43988821,11.38597997,11.4426922,11.10395384,11.23410879,11.31895126
ABI2,12.3573267,12.32660391,12.14196454,12.21798022,12.31952985,12.34425321,12.31377164,12.29211188,12.20687289
ABI3,9.321359632,9.060464008,9.105668821,9.317563606,8.403161489,9.390475768,9.47614789,9.196700833,9.365510616
ABI3BP,11.16541938,11.38644762,11.60834203,11.35504482,10.97409911,11.41151091,10.94470155,11.21731406,11.3604842
ABL1,12.52727105,12.71285001,12.7834929,12.98052254,12.73459741,12.7746278,12.64140022,12.77212461,12.8677765
ABL2,11.51545189,11.69947124,11.5050468,11.78633217,11.62317784,11.48964873,11.81882461,11.50054123,11.74218371
ABLIM1,14.01304208,13.99544676,13.7539394,13.80280196,13.78433267,13.87831091,13.82479362,13.90794712,13.88855064
ABLIM2,9.814805273,9.652723779,9.467666128,10.08280069,9.464574836,9.47631473,10.45619583,9.974411136,9.918592363
ABLIM3,11.17523367,11.74091028,11.58494648,12.07221627,12.18146656,11.20040817,12.31889284,11.38274878,11.83445378
ABO,11.10938116,10.19408729,9.856547325,8.343926461,11.12107513,11.3680354,10.69690509,11.12075956,9.053587803
ABR,12.96036377,11.51807853,11.96814625,13.02691829,11.73104323,12.76083216,12.9308392,13.06324979,12.56418876
ABRA,5.372307897,5.939394505,2.947955558,4.346836863,6.037173107,5.569897532,5.57356226,5.100050992,5.495287309
ABRACL,8.792771131,8.901644006,8.62571947,8.835108796,8.830569205,8.678903578,8.688787659,8.568523353,9.075015487
ABT1,9.012963092,9.082822914,9.455393603,9.375709769,9.528503482,9.199985763,9.35190397,9.304758734,9.350195238
ABTB1,10.90206205,10.70716136,10.95825248,11.03799352,10.77079055,10.80934083,11.00456209,10.71433871,10.44938623
ABTB2,11.44185688,11.39935178,11.52927915,11.65697674,10.85164348,11.05772929,11.91692895,11.44120633,12.00233711
ACAA1,13.99544676,13.87388678,14.07099698,13.90021693,13.92858517,14.15270243,13.75767448,14.06160767,13.72743041
ACAA2,13.77677413,13.92112076,13.70038019,13.7948731,13.79899559,13.73090695,13.36843418,13.70227951,13.48185585
ACACA,11.7379503,11.84602464,11.48804087,11.63807334,11.54210718,11.62074422,11.79335437,11.68825,11.61921792
ACACB,13.66176469,13.61212947,13.58479342,13.48040665,13.44223445,13.58597457,13.72173211,13.48040665,13.31625082
ACAD10,12.52309085,12.54868398,12.64235286,12.57180215,12.56552919,12.52773055,12.48938667,12.51546961,12.37273593
ACAD8,11.50139303,11.71582666,11.54085608,11.50054123,11.45834094,11.41721432,11.28970334,11.4467568,11.17735917
ACAD9,11.43697604,11.59043237,11.42760499,11.43664382,11.45462825,11.55175357,11.41186488,11.3389562,11.38057186
ACADL,10.67117207,10.87564119,10.66088088,10.44635231,10.96382737,10.97279188,10.16618462,10.59661434,10.60492082
ACADM,13.03144165,13.06324979,12.86387971,12.89972628,12.77212461,13.00364989,12.00387377,12.4121994,12.50802837
ACADS,11.6086019,11.56240913,11.78474502,11.66851433,11.8785754,11.80525157,11.83585593,11.92048175,11.61921792
ACADSB,13.90794712,14.1060468,13.99544676,14.15120245,14.08840744,13.74549579,14.01983668,14.15120245,13.52701562
ACADVL,14.37338431,14.30272607,14.26169198,14.49932942,14.38698503,14.5663777,14.18393682,14.49395233,14.38698503
ACAN,8.599956087,7.854310738,9.284842414,8.538343235,8.95377542,8.981113137,8.887160171,10.06503399,9.069645843
ACAP1,9.881555373,9.261317568,9.807718496,9.715949211,9.660543976,9.407207383,9.723335983,9.67274556,9.702634428
ACAP2,11.16955628,11.22764781,11.07637647,11.10906101,11.05371474,11.02471743,11.07468081,11.0341963,11.07716376
ACAP3,11.45403954,11.3037809,11.34056602,11.60026035,11.46910817,11.43008387,11.70061991,11.61063913,11.45210618
ACAT1,13.9654599,14.04337239,13.9055203,13.87164669,14.00419795,13.94015068,13.42165735,13.68890789,13.7419603
ACAT2,8.880193947,9.580319208,8.964758377,8.963313818,9.09361096,9.123046591,9.22871592,8.99507014,9.522012028
ACBD3,10.82744745,10.9613705,10.87817641,10.91211913,10.79166563,10.95991492,10.86671469,10.81464982,11.13515529
ACBD4,11.47737705,11.46481392,11.34730168,11.25516399,11.59184698,11.63975614,11.46393313,11.88701936,11.01805139
ACBD5,11.82995765,11.83303163,11.91666624,11.63764306,11.68000128,11.71109086,11.53500573,11.72084351,11.69420859
ACBD6,10.11515776,9.951041836,9.961442288,10.06088115,10.08380615,10.07913861,10.01549971,10.19884842,9.876620781
ACCS,10.87507946,11.10006196,10.36790917,10.5898282,11.5063325,10.86536093,10.44525691,10.91179827,10.72843459
ACD,9.395754924,9.397949902,9.654337532,9.647981129,9.534943652,9.347888743,9.796870825,9.33661131,9.37290736
ACE,12.33817386,12.40430824,13.37339079,12.3573267,11.4499257,12.42252159,12.70668492,12.69497036,12.30876357
ACE2,13.13498604,13.50090031,13.4481501,13.00008528,13.64933084,13.28687224,12.61153881,13.0374382,13.08195088
ACER2,8.38048796,8.416899424,9.131206198,9.308780738,8.204796474,8.685290317,8.545884605,8.303905759,9.1592271
ACER3,10.27503047,10.39406087,10.29965502,10.12846948,10.29485024,10.21854581,10.53629815,10.28081193,10.62618449
ACHE,6.469841868,7.044944973,7.053640086,7.392372428,8.113977339,6.885362965,7.59196848,7.322309328,7.728561406
ACIN1,12.917549,12.89972628,12.90421897,12.988088,12.94205323,12.9830487,12.8757866,12.90276916,12.96674531
ACKR1,6.661234041,6.553187758,6.71409991,6.061869184,5.691598713,7.380134869,6.623160835,6.037648533,8.020436309
ACKR2,7.682673969,7.470249961,8.036086519,7.357075482,7.532757115,8.087556681,7.611724136,7.782537987,7.637013304
ACKR3,8.676031697,8.861189734,8.99326569,8.820282486,8.910446201,8.814252588,9.022951878,8.861773786,9.734544393
ACKR4,8.439920742,8.636653393,8.312279354,8.405603152,8.182994771,7.810955384,8.110545023,8.325474188,7.473480109
ACLY,13.6944178,13.81779542,13.53034865,13.67040881,13.6582887,13.5886379,13.83154725,13.48370284,13.54023527
ACMSD,12.04323095,12.32738827,12.28991058,11.94357337,12.18651913,12.05504891,11.82030511,12.04213502,11.72537068
ACO1,14.03166242,14.06505771,14.05566731,14.06160767,14.15420241,13.88353115,14.11528903,13.91295651,14.00735445
ACO2,14.00735445,14.13957504,14.14729612,14.15764919,14.10052963,14.17252016,14.16841982,14.12464785,14.03042547
ACOT1,8.986371737,10.36223934,10.59855638,9.185652289,9.414632219,9.2615521,8.912267946,9.249822492,9.173240153
ACOT11,11.78963946,12.12631071,11.73662818,11.73007032,11.98729007,12.12989939,11.96453734,12.25110481,11.65185932
ACOT12,8.884051994,8.152474586,8.712164958,8.598337811,8.949597338,8.033354824,8.448465479,8.953406982,8.693562103
ACOT13,11.37070845,11.5771993,11.45063253,11.24033412,11.65611924,11.54923771,11.13369749,11.35879973,11.25909281
ACOT2,11.23698658,11.60269393,11.87701217,11.55060814,11.6937249,11.82796125,11.59735725,11.7588102,11.42075555
ACOT4,9.003624471,9.791950024,9.616582599,9.440604587,9.716818011,9.731925415,9.558669011,9.524595068,9.470177673
ACOT6,7.388534153,7.321720402,7.62758077,6.909375359,7.655617527,7.687826534,6.813366795,6.964145397,6.885903317
ACOT7,11.92470597,12.04092778,12.31234246,12.41763859,12.45935736,12.05791692,12.55417562,11.84855487,11.75734337
ACOT8,9.653801951,9.809313673,9.789868365,9.832231353,9.804290567,9.781669772,9.882055052,9.840259513,9.51250892
ACOT9,10.47438609,10.46240794,10.53526361,10.12610286,10.49337863,10.36458971,10.45218602,10.30625843,10.80108401
ACOX1,13.94813454,14.04641334,13.81779542,13.82016416,13.81779542,13.98326784,13.69621115,13.86685117,13.83375695
ACOX2,12.67557389,12.72846088,12.88075529,12.8384973,12.84368495,12.91908863,12.44248112,12.65816808,12.43013603
ACOX3,10.8836982,10.80578216,10.91211913,10.85724936,10.91690326,11.05772929,10.88276821,10.8319462,10.72627655
ACOXL,6.189290945,6.250355367,5.6928734,5.273028493,5.565921239,5.08884217,3.978226805,5.036668488,4.755505551
ACP1,11.08264958,11.11103297,11.23094389,11.09462637,11.09370814,11.07941406,10.79368286,10.965073,11.17892922
ACP2,11.31544147,11.31586887,11.56974673,11.35803064,11.51837255,11.38093444,11.51730914,11.3876119,11.16213612
ACP5,12.55051947,12.69760332,12.8569076,12.76604729,13.01530392,12.6420246,12.85533729,13.09999569,12.83344399
ACP6,10.89371123,11.05688885,10.76512028,10.59390664,10.89665497,10.5516962,10.49337863,10.3874318,10.44003872
ACPP,11.61440427,11.23410879,10.44507026,11.1701263,11.0000857,11.30768195,10.42080596,10.99756284,10.11442782
ACPT,5.788099188,5.68012596,5.6928734,5.728357638,6.547477864,5.65949343,5.68012596,6.166620386,6.108030707
ACRBP,6.988102834,7.460585316,7.296395002,7.337754029,7.634491643,7.452843443,7.44713202,7.275087994,7.443778847
ACSBG1,5.788099188,6.392371463,5.6928734,5.577430065,5.565921239,5.795291497,6.23860966,5.529456535,6.190189736
ACSBG2,7.691124396,8.079071413,8.058579254,7.323623773,7.851421807,7.799084517,6.605626149,7.639485047,6.46922262
ACSF2,14.4643403,14.64566961,14.74255347,14.64566961,14.49932942,14.52164212,14.45398529,14.42039689,14.43576978
ACSF3,11.28666319,11.29256697,11.2352579,11.18738229,11.23768288,11.24954636,11.28262665,11.25760196,11.16488383
ACSL1,13.95756628,14.19771922,13.78542671,14.23816501,14.1060468,14.13957504,14.32645145,14.09218163,14.27037055
ACSL3,11.38699872,11.314404,11.23094389,11.20773357,11.22394384,11.22091747,11.33695996,11.2023925,11.48348553
ACSL4,12.37518425,12.32057542,12.01327511,11.97776637,11.94268302,11.6173166,12.14852504,12.26251004,12.31403461
ACSL5,9.614908755,9.469260284,9.622198237,9.608870749,9.38663382,9.301499119,9.544288269,9.028685889,9.833274382
ACSL6,9.614908755,9.472600353,9.242991159,9.432538844,9.052838945,8.814252588,8.73102958,9.544819462,8.404932856
ACSM1,6.960853342,7.67220104,7.281880934,7.698385679,6.73498076,7.316805918,7.95646721,7.202062962,7.518048752
ACSM2A,15.16772343,14.87647793,15.22917004,14.66808686,15.25682391,15.09186966,14.99760703,14.8205025,14.94177954
ACSM2B,15.0170102,15.21683794,15.35971531,14.76290442,15.35971531,14.96059074,14.8205025,15.00803398,14.7091466
ACSM3,12.31083391,12.51862758,12.31602144,11.88426552,12.1052736,12.16063844,11.23186206,12.08223346,11.45063253
ACSM5,11.33075927,11.70042158,11.6981978,11.00897345,11.88202198,11.56490627,10.57628535,11.54584952,11.37969487
ACSM6,7.018881151,6.936235547,6.751712942,7.032437559,7.595976179,7.029053124,7.44713202,6.635546113,7.443778847
ACSS1,12.41652975,12.40761686,12.32634838,12.38357321,12.53476576,12.56931156,12.56166051,12.54212349,12.12835472
ACSS2,13.08460664,13.13737694,12.99345483,12.89084361,13.00926626,13.2126725,12.95608787,13.03576699,13.12673373
ACSS3,12.0442628,12.37295495,12.35160741,12.05813385,12.21619753,12.38546695,11.83367814,11.80806689,11.99166698
ACTA1,2.451590823,0.419360613,3.301384602,4.204476462,4.010916215,3.674483507,2.97937865,4.196658937,3.957134072
ACTA2,11.43548511,10.81155738,11.58555169,10.57397097,10.84165371,11.01467338,11.40802501,11.96607466,11.07197329
ACTA2-AS1,7.259287196,6.729653019,6.623160835,5.495287309,7.061196484,6.264432904,6.983620209,7.151328592,5.697619513
ACTB,16.07538853,15.802615,16.07538853,15.94524494,15.97642811,16.07538853,16.19815062,16.26304712,16.68072034
ACTC1,4.658244313,5.31155148,4.63467479,5.273028493,5.357468636,5.513473953,5.535600133,5.647211228,5.357468636
ACTG1,14.8840866,14.63986099,14.89969464,14.87647793,14.89184773,14.99760703,15.39118316,15.0446366,15.90900093
ACTG1P20,7.857720491,8.168896142,7.658121629,7.533393648,7.995858985,7.743922122,7.884100227,7.467606407,8.008868446
ACTG1P4,7.896123735,7.416372942,7.310368807,7.195973444,7.103715627,6.416178925,7.018881151,7.604989049,5.979959092
ACTG2,1.998084263,4.717067601,2.947955558,1.04900997,2.708146745,5.997889512,3.212672835,0.434558309,2.365146714
ACTL10,8.089865415,8.608065314,8.220689,8.463152361,8.264476573,8.371310859,9.009925749,8.35262138,8.486245914
ACTL6A,9.341290194,9.520219414,9.31926274,9.211245814,9.42592785,9.327436499,9.097291485,9.323728376,9.490715116
ACTN1,11.49138326,11.49584024,11.97637466,11.50873178,11.30832842,11.47597855,11.98069632,11.86324129,12.03553601
ACTN2,6.025526637,6.70972732,6.485536648,6.332226594,5.961152606,6.031115419,6.188392153,5.583250221,6.613182666
ACTN3,3.969236233,4.617246683,4.503391241,4.761959094,5.73481038,4.63956861,4.863434937,4.359322763,2.829306484
ACTN4,15.03537442,14.73640451,14.915698,15.0446366,14.89969464,15.00803398,15.11479227,15.22917004,15.39118316
ACTR10,10.36485748,10.86176701,10.72607194,10.55187039,10.6588722,10.5516962,10.4885796,10.47040435,10.6477362
ACTR1A,11.84447892,11.89081861,11.81613836,11.8151052,11.85616865,11.91081126,11.97067647,11.96814625,11.91239828
ACTR1B,11.69311719,11.69420859,11.5955493,11.68664906,11.74254044,11.80116648,11.73327669,11.69716191,11.70616113
ACTR2,12.55304259,12.50174098,12.38514496,12.35054263,12.40891865,12.44403823,12.3422602,12.38817814,12.49647462
ACTR3,11.81320151,11.72186425,11.69586619,11.73973032,11.72918746,11.77020109,11.79259167,11.71423316,12.11150742
ACTR3B,9.025988166,9.381010961,9.161433438,9.177259143,9.166980652,9.403540133,9.186178549,9.173557515,9.195021575
ACTR3C,9.57113739,9.913761261,9.717174629,9.622065553,9.620462742,9.628667462,9.82495997,9.56213516,9.3278644
ACTR5,9.088346236,9.328050145,8.819425826,8.935393367,9.198419574,9.070200833,8.950169029,9.185529818,8.897167865
ACTR6,8.966212646,8.861189734,8.861688575,8.861603363,8.896308964,9.107971687,8.52675384,8.831771511,8.963090157
ACTR8,10.93388104,11.19271426,10.88481168,10.877054,11.04037238,10.69194926,10.63995136,10.79201167,10.8654839
ACTRT3,6.263586612,6.365975693,6.459958237,6.436501688,6.943570406,6.885362965,6.623160835,6.547871345,5.979959092
ACVR1,11.78125888,12.0585604,11.98158912,11.78027211,11.79288765,11.73007032,11.38975032,11.87240733,11.85044736
ACVR1B,12.86229689,12.89287746,12.78434049,12.9765472,13.00097565,12.91096095,12.89124554,12.86814895,12.51787637
ACVR1C,7.157809984,6.762599404,6.88857471,6.885903317,7.103715627,7.007772062,7.081689385,6.944029092,7.106119391
ACVR2A,10.42943733,10.52069106,10.33249627,10.29131829,10.48150537,10.29584074,10.1032079,10.31550783,10.29540302
ACVR2B,11.15153651,11.48011919,11.34547868,11.2974076,11.5063325,11.43927233,11.17627793,11.14577156,10.67433784
ACVR2B-AS1,8.777382913,8.999809879,8.631123402,8.724121353,9.075298458,9.062501814,8.688787659,9.018937989,8.480428623
ACVRL1,11.01503285,10.59979345,10.91795536,10.83146981,10.54017925,10.86536093,10.84394778,10.82954008,11.06596279
ACY1,7.326144155,7.112532589,7.737320073,7.689200689,7.634491643,8.291652459,7.335258958,7.737506917,7.045495654
ACY3,11.76352692,11.62360069,11.87201245,11.77514807,11.78677388,12.29777617,11.63483782,12.08876835,11.51667624
ACYP1,8.49546425,8.387250716,8.048083124,8.233498895,8.411213888,8.298165227,8.322578844,8.266514349,8.222856459
ACYP2,9.407207383,9.219007543,9.178126295,9.440604587,9.414632219,9.470660077,9.32844518,9.296387988,9.221313675
ADA,7.719031408,7.782537987,7.860263131,7.56133438,7.493959385,7.522326565,8.176191827,7.467606407,7.443778847
ADAL,9.95678257,9.725820365,9.548280782,9.47406128,9.85759139,9.895533342,9.76985545,9.596095847,9.254586915
ADAM10,12.01026524,12.13199011,11.92814651,12.02889501,12.02497902,12.05791692,11.97367435,12.01622607,11.97158527
ADAM11,6.661234041,6.529064972,6.793167996,6.436501688,5.801587861,6.7638881,6.188392153,6.268689382,6.304624909
ADAM12,9.051208188,8.422221963,8.59719012,8.943677637,8.810407217,9.142804016,8.835108796,9.167245339,8.480428623
ADAM15,11.23815948,10.66964028,10.99980684,11.12171764,10.56636145,11.09409711,11.23798203,11.2991886,11.17958322
ADAM17,10.71213684,10.83450319,10.52762715,10.698924,10.63259204,10.73599731,10.85130207,10.72453597,10.98364217
ADAM19,8.718670084,8.693161898,9.541216625,9.155476634,8.996771356,8.575019235,9.782825326,9.371048562,9.633727498
ADAM1A,8.930358748,9.348233707,8.959839954,8.967796411,9.223847956,8.998499476,8.871011307,8.91963754,8.700765243
ADAM20,6.960853342,8.017397666,7.107756687,7.297307195,7.286483337,6.991111211,6.901223059,7.372675965,7.458745779
ADAM20P1,6.13509341,7.185520634,6.730335985,6.949975665,6.885903317,6.328497535,6.722239664,6.984647495,7.106119391
