Symbol,N2A,N3A,N5B,N6B,N7B,N8B,N10B,N12B,N13B
TMEM214,11.83982704,11.82995765,11.77705909,11.86256413,11.78002171,11.81730854,11.89441238,11.91917551,11.9424189
TMEM216,8.303175539,8.513043783,7.950755,8.099440375,8.182994771,8.17195726,8.386954345,8.015819183,8.165036476
TMEM217,5.285354239,5.97280008,5.840430671,5.962022184,5.876104227,6.031115419,5.4167238,6.07708944,7.216288652
TMEM218,9.097709178,9.034848835,9.041981045,8.792771131,9.17102532,9.103775753,9.018813255,8.878218218,8.904790139
TMEM219,11.46815228,11.40762697,11.43794951,11.45431701,11.58462501,11.53671931,11.45132675,11.72475113,11.42639689
TMEM220,9.42992493,9.528011119,9.591593447,9.196434754,8.99004564,8.835108796,9.360584149,8.599388248,9.246700026
TMEM220-AS1,7.365907204,7.689200689,6.793167996,7.323623773,7.73769376,7.507419399,7.170612104,7.782537987,7.084939319
TMEM222,10.69622115,10.63396073,10.57433087,10.68342677,10.76238978,10.65458441,10.90174406,10.73326417,10.69947893
TMEM223,8.875536797,8.950967664,8.829927547,8.967796411,9.02529187,8.998499476,9.236839494,9.154646216,8.686004607
TMEM229B,8.314305135,7.927416124,8.273617353,8.25096286,8.064543744,7.927675007,8.351271345,7.993132959,8.21431038
TMEM230,11.69967601,11.79376008,11.72685782,11.63373741,11.70547744,11.73292006,11.6496348,11.81279824,11.61539814
TMEM231,9.234295616,9.147119613,8.877164137,9.319981496,9.227530073,9.238142968,9.299212787,9.092775237,8.915775568
TMEM232,8.982724004,8.879142136,8.652939966,8.727713838,8.804949887,8.862693034,8.46319995,8.562526566,8.635213996
TMEM233,6.288291701,6.274879409,7.08718138,7.05895559,6.619043591,6.416178925,6.813366795,7.066139899,6.772566719
TMEM234,9.853138188,9.895088415,9.672354557,9.777439404,9.902638039,9.781669772,9.906759997,9.79067603,9.534446792
TMEM237,9.369837161,9.12009443,9.239697798,9.090936249,9.09361096,9.097709178,9.07030443,9.097033999,9.075015487
TMEM238,6.824505317,6.85025947,7.612333623,7.647700537,7.712522979,7.554148543,7.242531905,7.770385712,7.637013304
TMEM241,8.476323705,8.776234516,8.913542165,8.66035641,8.58053595,8.692444756,8.816443018,8.757031877,8.732728657
TMEM242,9.657913086,9.618612652,9.575557448,9.253913383,9.528503482,9.507272637,9.087280295,9.381917405,9.305154153
TMEM243,9.3278644,9.27060731,9.218863555,9.528503482,9.300735118,9.228565711,9.152207466,8.905075864,9.64453437
TMEM245,13.4642544,13.58026288,13.41611583,13.44940946,13.18858867,13.28263389,13.39436512,13.26016125,13.37466676
TMEM246,11.73662818,11.4906859,11.35568203,11.35212933,12.01007633,11.74111607,11.14084192,11.71937026,10.47602548
TMEM246-AS1,9.66136702,9.381010961,9.526922717,9.608870749,10.18954252,9.798418604,8.873503378,9.740845722,8.64131386
TMEM248,12.34083985,12.42937731,12.38872605,12.29828752,12.44949385,12.33062045,12.38612529,12.33035058,12.36539187
TMEM25,11.35892841,11.28379104,11.46050215,11.3461057,11.45670614,11.38396306,11.13901574,11.41805633,11.03622222
TMEM251,8.713377531,9.195021575,9.067449979,8.987336203,9.102665188,8.764531417,8.707399424,8.791384286,9.27060731
TMEM252,9.979742711,10.63296885,10.8338878,11.03024214,10.54750578,10.28741324,10.66039253,11.04404976,10.38414035
TMEM254,10.21263385,10.10134727,9.963373417,9.854882853,10.11382904,10.21050914,9.826059669,9.988369884,9.647080329
TMEM254-AS1,8.637891342,7.416372942,8.728576661,8.165330609,7.396794166,7.938082304,8.041247394,8.404932856,8.132979734
TMEM255A,6.604081861,6.392371463,5.983387752,6.453645636,6.686998402,6.844261997,7.62255867,7.44407911,6.151000638
TMEM255B,8.491047817,7.735619967,8.344113964,8.943677637,7.820464132,8.551494711,8.110545023,8.003575172,8.432694436
TMEM256,8.913542165,9.107445312,9.239697798,9.211245814,9.28947145,9.119155979,8.905588824,9.270327717,9.140567533
TMEM258,9.309460097,9.430899399,9.158035004,9.163351192,9.264808856,9.290883211,9.23233161,9.11314162,9.316609763
TMEM259,13.0741945,12.57598248,12.96949055,12.96119033,12.97584219,13.10884057,13.28845102,13.21952792,13.04593184
TMEM26,9.128335634,8.824115928,8.59047115,8.271552797,9.242284516,8.764531417,8.599956087,9.086234374,8.388127526
TMEM260,10.65458441,10.60898289,10.427953,10.23792994,10.41618819,10.19614377,10.12664135,10.49130808,10.08862993
TMEM261,9.876154464,9.952957574,10.19573,10.03797598,10.19493832,10.22343666,9.84281899,10.08164981,9.938447277
TMEM263,10.3845082,10.72948373,10.47153154,10.74508173,10.75616008,10.59477762,10.69084028,10.80454742,11.1880953
TMEM265,9.068426149,8.848724054,8.969001893,8.608729173,8.95377542,8.703504424,8.943935767,8.744776788,9.190219789
TMEM266,8.08200824,7.782537987,7.725519406,8.099440375,7.785818263,8.195272324,8.128861014,7.704713749,7.984808276
TMEM267,7.770463226,7.910119701,7.7520428,7.755738788,7.862065913,7.897144795,7.659320365,7.914786299,7.917070756
TMEM268,9.988369884,10.00645276,10.02402614,9.739984284,10.00358797,9.740626263,10.25581778,9.857391627,9.810935991
TMEM27,12.31543412,12.69904847,12.52693129,12.13474217,12.51417175,12.26099736,11.96084486,12.02567815,12.28038724
TMEM30A,12.63274871,12.36425429,12.3010548,12.40097832,12.40727222,12.32411705,12.3533541,12.32978787,12.51951898
TMEM30B,10.19366701,10.12925833,10.05114029,10.2838471,10.10537524,10.55422174,10.31577682,10.36207014,10.29540302
TMEM33,11.92281413,11.83196125,11.91513746,11.91946794,11.99682981,11.87001346,12.04136245,11.95452516,12.05479284
TMEM35B,9.037772359,9.233164197,8.913542165,8.922882854,8.825467883,8.972219078,9.234603233,8.892590308,8.945037721
TMEM37,12.97939152,12.885624,13.13541811,12.91260272,12.72650286,12.76384115,13.3646598,12.65891987,12.51066078
TMEM38A,8.386954345,8.848724054,8.024756492,8.787753674,8.58053595,8.211555623,8.986371737,8.461676704,8.608538094
TMEM38B,10.28471995,10.21684426,9.846734075,9.765637145,9.883414405,10.23616302,9.972303418,9.883815739,9.693886898
TMEM39A,10.31850095,10.36790917,10.32389023,10.11582354,10.37412159,10.03402132,10.2338349,10.05075344,10.44472864
TMEM39B,9.094119781,9.022951878,9.229583823,9.177259143,9.065110979,9.242991159,9.176408191,9.37480079,9.224313084
TMEM41A,10.40824571,10.74521689,10.63893875,10.52933796,10.67073292,10.55274235,10.63490308,10.83538629,10.70585704
TMEM41B,10.45635866,10.20118425,10.34625317,10.57853888,10.4548066,10.20310708,10.50642734,10.4062863,10.54945021
TMEM42,8.284327468,8.768995972,8.540098028,8.677716047,8.532999503,8.561606944,8.423799172,8.433796828,8.186480508
TMEM43,11.64230931,11.45739903,11.49910239,11.40529367,11.57089344,11.56490627,11.6577017,11.54584952,11.74985552
TMEM44,8.800894657,8.848724054,8.938904498,8.994200882,8.705214774,8.764531417,8.964348138,8.941189521,8.876718415
TMEM44-AS1,8.252273458,8.69830919,7.922792676,8.365686838,8.356086266,8.567977885,8.302783175,8.015819183,7.86829855
TMEM45A,5.969386469,5.533647861,6.295194217,5.728357638,5.406459471,4.836940272,5.372307897,5.583250221,5.840430671
TMEM45B,9.543397624,9.820243787,8.768995972,9.484327536,9.474173685,9.815333381,9.134278974,9.517477351,8.90085003
TMEM47,10.91436799,10.37218628,10.80934083,10.47086966,10.4710898,10.50285942,10.34192596,10.64598601,10.56679103
TMEM5,8.756834133,8.897426159,8.872670248,8.698928029,8.867023942,8.80702852,8.569899262,8.611665855,8.904790139
TMEM50A,11.12980718,11.24765499,11.13901574,11.11564035,11.10239473,11.06584357,10.93513454,10.93885311,11.16046335
TMEM50B,11.13431462,11.07569373,10.67100831,10.61127977,10.89424967,10.98258823,10.7065936,10.83538629,11.02998285
TMEM51,10.84133556,10.86053728,11.11801698,11.20651542,11.08047379,10.93845772,11.06800235,11.09444717,11.4926595
TMEM51-AS1,8.954831542,8.901644006,9.120496257,9.011693098,8.95377542,8.972219078,9.314364958,9.054724023,9.250463792
TMEM52,6.367154478,6.172984145,7.466876149,6.261884497,6.037173107,5.885422472,6.514524201,6.52083266,6.401147436
TMEM52B,13.48875637,13.27330051,13.55320243,13.3348807,13.48370284,12.9308392,13.66469103,13.36200718,13.25893767
TMEM53,9.185976655,9.151007147,9.264325423,9.151560409,9.431310744,9.018937989,9.53865111,9.074261448,9.112120155
TMEM54,8.467927001,8.426160799,8.068332976,8.333038343,8.492051947,8.849864197,9.167245339,8.73778906,8.924025398
TMEM55A,8.500011294,8.341919623,8.456257931,8.512738833,8.720555898,8.788199527,8.49546425,8.562526566,8.608538094
TMEM55B,10.22197279,10.51830925,10.35258839,10.55608655,10.4324419,10.41689425,10.33271031,10.44842559,10.74939345
TMEM56,9.105668821,9.203038245,8.789654914,9.059456442,8.99004564,9.123046591,8.871011307,8.768552368,9.152207466
TMEM57,10.92648602,11.06488929,11.062561,10.97380245,10.88323589,10.98664719,10.67087062,10.59108253,10.89723368
TMEM59,13.18009014,13.34982582,13.21605519,13.1872982,13.19245031,13.02053408,13.00488415,12.98591638,13.04389883
TMEM59L,4.797846437,4.617246683,4.82334823,4.346836863,4.674959418,4.63956861,4.605649256,4.968325678,5.215603801
TMEM60,8.353807025,8.484469162,8.257452226,8.237596076,8.515354444,8.310590941,8.356232645,8.215410364,8.328056573
TMEM61,8.471870801,8.196474502,8.456257931,8.527116771,8.588900147,8.758298901,9.084149694,8.885655098,8.410738168
TMEM62,9.600563586,9.609846302,9.532051652,9.395215078,9.60823889,9.547092627,9.626247857,9.640754466,9.504528963
TMEM63A,13.58740116,13.28346322,13.1807427,13.35165666,13.39661692,13.4146522,13.41879084,13.60724629,13.48040665
TMEM63B,11.0860069,11.37171205,11.55835659,11.4426922,11.45403954,11.31266074,11.69292581,11.5389699,11.53468847
TMEM63C,7.910848858,8.296955586,9.101790746,7.519053821,8.50438739,7.316805918,8.509822544,7.604989049,8.031653419
TMEM64,10.19366701,10.31786311,10.427953,10.35613368,10.5583984,10.4503686,10.53629815,10.71704137,10.40488844
TMEM65,9.707444295,9.655102621,9.578299557,9.880284122,9.879118811,9.60823889,9.715289893,9.55179628,9.845920239
TMEM67,9.918190646,9.846734075,9.660984169,9.558669011,9.772840283,9.719995396,9.629373101,9.592695538,9.446189924
TMEM68,9.091738044,9.359665586,9.120496257,8.967796411,9.040726422,9.136959382,8.894691834,8.929698741,8.945037721
TMEM69,8.911122517,9.261317568,9.264325423,8.86506792,9.176861781,9.364616595,9.121926931,8.867255035,9.038902242
TMEM70,9.051208188,9.169920134,8.982967689,8.935393367,9.205895145,9.027400408,9.006829316,9.058790255,9.164017514
TMEM71,6.338748949,6.142641013,6.459958237,5.919503061,5.961152606,5.706134427,6.006612186,6.333090763,6.865605315
TMEM72,12.81077813,12.70196056,12.32924326,12.73698277,12.67772818,13.13455397,12.18834684,12.73254387,11.77624327
TMEM72-AS1,8.819425826,8.985374676,8.133541297,8.430422419,8.509822544,9.399609936,8.041247394,8.73778906,7.458745779
TMEM74B,7.411715547,7.141946243,7.558520641,7.195973444,7.268596954,7.126825455,7.544889589,7.429820676,6.820895008
TMEM75,5.689267514,5.68012596,5.604067587,6.032924356,5.652425263,5.357468636,6.23860966,5.837465005,6.190189736
TMEM79,8.911122517,8.7816869,8.69830919,8.318493667,8.867023942,8.856187431,8.540402595,8.675341198,8.440330219
TMEM80,10.71981137,10.62550507,10.38208798,10.42200623,10.78117088,10.76282323,10.50165897,10.75081998,10.29540302
TMEM81,7.423864801,8.008868446,7.533393648,7.654605602,7.679155168,7.257830981,7.515048268,7.748919746,7.833015681
TMEM82,10.04807256,9.977967735,10.33601241,10.22321775,10.5328417,10.56623225,10.61280337,10.94333599,10.28235381
TMEM86A,11.57183515,11.64773746,11.35998182,11.69206854,12.04681121,11.30394738,11.59301353,11.73522895,11.46283463
TMEM86B,9.145322116,8.855818903,8.709101823,8.889554899,9.029970031,8.844601468,9.181683172,8.892590308,8.99385585
TMEM87A,10.92496094,10.77542264,10.76512028,10.83357915,10.84947245,10.75149016,10.74407099,10.74650042,10.91974577
TMEM87B,9.976430002,9.866820192,9.697075867,10.03402132,9.92371385,9.916814032,10.04012797,10.05280006,10.09445464
TMEM88,8.713377531,8.257642049,8.924696233,8.91193827,8.601808559,8.882940613,9.205680625,8.723212262,10.30542917
TMEM8A,12.14656675,11.99375615,11.83108957,12.03419814,11.76745767,12.03483694,12.42252159,12.32809129,12.17691022
TMEM8B,11.10145534,10.81155738,11.0907399,11.23172115,11.17142418,11.27599858,11.23111746,11.23620477,10.95705439
TMEM9,11.72292348,11.65833439,11.67981413,11.64291139,11.64904576,11.6166274,11.62653305,11.68939446,11.37346286
TMEM91,8.894691834,8.520625521,8.471072763,8.615123038,8.553329847,8.666050562,8.471870801,8.527116771,8.533217374
TMEM92,1.998084263,2.447212526,3.301384602,3.904004964,2.708146745,3.674483507,3.767382294,2.654638801,3.207494659
TMEM94,12.84322415,12.63240862,12.70854983,12.83242922,12.81147366,12.84622859,12.88350763,12.87020682,12.49825305
TMEM97,8.314305135,8.754220758,8.392374897,8.59118816,8.341133932,8.551494711,8.46319995,8.303905759,8.285258313
TMEM98,10.55812701,10.66964028,10.60679365,10.18055798,10.4775713,10.58558603,10.56246414,10.41275231,10.47820967
TMEM99,8.40939349,8.626043537,8.432008877,8.159433723,8.691313222,8.769666356,8.489371939,8.675341198,8.21431038
TMEM9B,10.48947259,10.52502194,10.27337654,10.17441979,10.38605101,10.41494625,10.40903678,10.33832565,10.57111093
TMEM9B-AS1,9.119417318,9.24491335,8.386954345,7.664527599,7.73769376,8.672788099,8.861773786,8.391218935,7.334246192
TMF1,11.52138311,11.62093046,11.47395897,11.43155723,11.31544147,11.41151091,11.24301902,11.20354809,11.52701224
TMIE,6.411467652,6.591761434,6.510045706,7.002266733,5.961152606,6.611830043,6.687986915,7.782537987,6.953395967
TMIGD1,7.132897526,7.52378244,7.137238334,7.169778796,7.022304035,7.408851359,6.741191914,6.844261997,7.168583877
TMLHE,10.03735095,10.37041901,10.0938831,9.982209834,10.39168656,10.48972449,9.992688556,10.02276695,9.914099285
TMOD1,9.00008633,8.58195025,8.782586906,7.969303752,8.3641616,7.897144795,8.083285618,8.188359759,8.440330219
TMOD2,10.25807877,10.35652706,9.825692903,9.94908418,9.950492256,9.982776336,10.12664135,10.0464878,9.934980891
TMOD3,11.94916883,12.00984723,11.75471783,11.93358561,11.91719166,11.87455314,11.78745182,11.86807206,11.85996505
TMOD4,6.161409781,6.299495117,5.496524758,5.331806313,6.389662368,5.795291497,6.338748949,5.647211228,5.840430671
TMPO,10.62582238,10.99642633,10.71981137,10.698924,10.6588722,10.54438961,10.84935635,10.58512482,10.4170214
TMPPE,10.83129028,10.95679522,10.74689203,10.80006424,11.00665941,10.75560135,11.07086609,10.90348165,10.89424967
TMPRSS11D,7.119459978,8.361817072,7.880406877,7.258394874,7.468479197,7.146334482,7.018881151,7.185520634,8.069817651
TMPRSS13,5.226195633,5.179900528,5.604067587,5.146994618,5.801587861,4.990298796,4.921480383,6.137238758,5.215603801
TMPRSS2,12.21185335,12.09365043,12.0908186,12.36943147,12.47732987,11.8959424,12.58066441,11.98568387,12.11344438
TMPRSS3,7.658779976,8.144727934,6.793167996,8.066679911,7.647614023,8.541432826,7.56153342,7.604989049,7.002128384
TMPRSS4,10.74058411,10.21014551,10.65391016,9.32212856,10.15146426,9.974541381,10.55812701,10.5727129,10.12138074
TMPRSS4-AS1,6.731137446,6.419668554,7.860263131,5.539801064,6.919992359,6.356902238,6.409551506,7.028601391,5.357468636
TMPRSS5,6.710314435,7.124764974,6.730335985,7.016870807,6.820703261,6.683782191,6.663742294,6.690314592,6.579597211
TMPRSS9,8.40939349,7.894006599,7.639276184,8.08200824,8.264476573,8.355939888,8.650923099,8.325474188,7.760984268
TMSB10,11.86406262,11.6378582,11.55924359,11.87998709,11.65509631,12.01797058,12.10989302,11.73460777,12.00504981
TMSB4X,13.1872982,13.00097565,12.80276931,12.74763807,12.82429251,12.82263285,12.75508833,12.7657109,12.88704545
TMSB4Y,7.119459978,7.339211837,1.266313173,6.97170825,1.654634553,7.63842999,6.663742294,6.802710735,6.932285168
TMTC1,12.35661019,12.15912493,12.57671902,12.18186538,11.83796337,12.08970175,12.03553601,12.22904152,12.23146565
TMTC2,10.78259332,10.86687215,10.44507026,10.66923015,10.78345537,10.82025506,10.63757837,10.21208418,10.79352377
TMTC3,11.07584643,10.92984937,11.11601538,10.73675461,10.98798815,10.88857964,10.90237722,10.87278747,11.01805139
TMTC4,10.35049503,11.0048382,10.73220362,10.65097155,10.45967264,10.51026794,10.71617465,10.67631564,10.26458713
TMUB1,10.38371281,10.1155417,10.44507026,10.63065364,10.60217556,10.79522212,10.8678988,10.84182147,10.78083249
TMUB2,10.77291928,10.77887273,10.76048543,10.80865483,10.85682405,10.76126473,11.00612292,10.74650042,10.85314075
TMX1,9.821134003,10.09792622,9.854747971,9.922325093,10.01380918,9.867545171,9.660276133,9.821698901,9.994125391
TMX2,11.0421199,11.27647755,11.01503285,11.0740942,11.09122422,11.0629317,11.10756556,11.14927071,11.13103699
TMX3,10.73646577,10.3664299,10.35411165,10.11413401,10.41801724,10.22606513,10.41801724,10.36207014,10.44472864
TMX4,12.19636239,12.28038724,12.08596004,12.02192414,12.20203888,12.29693272,12.21735279,12.24387353,12.13414562
TNC,11.38145052,10.80946199,11.51559608,11.62226421,11.61081418,11.86781769,12.27101742,11.95932399,11.57738701
TNFAIP1,11.40963078,11.46427695,11.40651576,11.74736893,11.39620075,11.47231386,11.91042499,11.48062338,11.89563594
TNFAIP2,12.555061,11.48824808,11.42571967,12.06024425,12.01816929,12.29955208,12.37615501,11.94357337,12.47390726
TNFAIP3,9.697075867,9.61265876,10.42968687,11.06710159,10.24526431,10.21263385,10.74661917,10.05280006,11.92760862
TNFAIP8,8.724486942,8.291343662,8.273617353,8.227843353,8.196474502,8.324453941,8.322578844,8.275957634,8.635213996
TNFAIP8L1,11.06105958,11.25676031,11.36659511,11.33125532,11.4259083,11.30768195,11.55223586,11.51644952,11.3030401
TNFAIP8L2,7.338212972,7.228069722,6.88857471,7.002266733,7.230852102,7.089233158,7.155740294,7.151328592,6.718088043
TNFAIP8L3,5.407554566,6.072792941,5.840430671,6.22067355,6.111603958,5.513473953,6.368280405,6.037648533,6.843169369
TNFRSF10A,8.49546425,8.827170578,8.819425826,8.999809879,8.669019208,8.758298901,9.089568475,8.812218104,9.169172015
TNFRSF10B,11.25859822,11.36247256,11.62317784,12.01885816,11.56936598,11.59365301,11.80756659,11.40363326,12.65925017
TNFRSF10C,7.018881151,6.70972732,7.168583877,7.153837311,7.040093274,7.007772062,6.495833261,6.868041258,7.318189432
TNFRSF10D,9.868549865,10.05128843,10.54556671,10.66509499,10.21940881,10.12456888,10.36731339,10.26901494,11.08047379
TNFRSF11A,6.604081861,6.529064972,6.098843363,6.641273801,6.779945146,5.885422472,6.813366795,6.004504069,7.216288652
TNFRSF11B,10.15502621,10.09902865,10.22914973,10.00645276,10.25047033,10.35419713,8.753095562,9.87814391,10.46858085
TNFRSF12A,8.8479905,8.626043537,9.134555354,9.820243787,9.451716562,9.60823889,10.66793863,9.140414958,12.05955526
TNFRSF13B,2.669862696,2.447212526,5.983387752,2.158248653,0.436158066,0.442557096,2.376768533,2.654638801,4.877217949
TNFRSF13C,3.969236233,3.421145623,5.54957087,5.071014578,5.062515722,4.25234898,4.791761528,4.037543861,6.43754319
TNFRSF14,11.83543437,11.39603573,11.57451211,11.86124819,12.05069157,11.88447212,12.0438173,12.26959589,11.96275183
TNFRSF17,6.604081861,7.70169164,6.934355559,4.346836863,6.758590332,7.029053124,6.389197181,7.0474519,5.566564234
TNFRSF18,2.983332323,0.419360613,4.63467479,4.204476462,2.708146745,2.58224178,3.212672835,2.012436927,5.215603801
TNFRSF19,11.23499314,11.63065703,11.36079925,11.77148417,11.71405148,11.47780611,11.10906101,11.59516884,11.5521078
TNFRSF1A,11.75520366,11.69758836,12.17623809,12.21798022,12.02991676,12.05720912,12.6744441,11.99004655,12.45128276
TNFRSF1B,10.00714557,9.503812143,10.46294916,10.64839759,9.708716461,10.03152869,10.49101344,9.994831706,10.71704137
TNFRSF21,13.18264879,13.25832985,13.44940946,12.96912627,12.83526113,12.92978097,13.43246182,12.91511354,13.40457961
TNFRSF25,9.851512318,9.340185428,9.370629642,9.269223969,9.428375889,9.492851609,9.835090533,9.56213516,9.3278644
TNFRSF4,6.105066894,5.107277713,6.167347055,5.919503061,5.512423428,5.840198124,6.188392153,5.583250221,6.108030707
TNFRSF8,5.538688203,6.419668554,5.604067587,6.083998539,5.73481038,5.795291497,5.719695811,5.168126852,6.737159978
TNFRSF9,3.696397876,5.027123983,4.503391241,5.445216855,5.2029652,4.63956861,5.757935032,4.037543861,5.88468562
TNFSF10,12.36161158,12.47861524,12.55133414,12.7645692,12.54944377,12.46177862,11.63648832,11.69926647,12.08896838
TNFSF12,9.547798001,9.299212787,9.585827311,9.736086367,9.981005269,9.913972215,9.851646096,9.978201043,9.808461556
TNFSF13,9.500824211,9.394866445,9.373153823,9.605758178,9.746912388,9.974541381,9.5682159,10.05075344,9.647080329
TNFSF13B,7.061196484,7.170468922,6.602824156,6.827241682,6.844261997,6.530432965,6.935316684,6.984647495,6.69677706
TNFSF14,4.585649636,4.13182593,5.32095547,5.393277911,4.79264792,4.990298796,5.57356226,4.659530302,6.226890657
TNFSF15,9.012963092,10.908123,10.08516064,10.34647972,11.19440219,9.486906986,9.966347546,11.07879244,11.57680901
TNFSF4,6.788464832,6.47098188,6.934355559,6.359746541,6.23473351,6.199745754,6.706031762,6.483424686,6.843169369
TNFSF8,6.556142938,6.299495117,7.325718965,6.661804291,6.71090155,6.064624156,7.081689385,6.483424686,7.518048752
TNFSF9,4.190317439,4.955007674,4.185781504,6.332226594,5.565921239,5.997889512,6.037648533,4.763946886,7.022945342
TNIK,11.20067311,11.20536871,11.25229135,11.38359774,11.3943028,10.98364217,11.17813423,11.2450186,11.2356783
TNIP1,12.8801756,12.94908558,13.09495053,13.05550292,12.82297201,13.17344788,13.08460664,13.01967851,12.95358577
TNIP2,10.26797343,10.35900466,10.4643848,10.37590781,10.2375299,10.29999213,10.83403516,10.41118005,10.33028861
TNK1,9.622390343,9.652723779,9.523653073,9.547092627,9.735884221,9.642872778,9.91440304,9.524595068,9.64453437
TNK2,11.40963078,10.76703686,11.08923083,11.16455578,11.18754795,11.13560962,11.2734795,11.23620477,10.86896035
TNK2-AS1,5.655211268,6.447155806,6.167347055,6.410041139,6.207337129,5.217625397,5.886401306,5.9731009,5.88468562
TNKS,12.06047931,11.99962492,12.00961813,12.07827849,12.03755863,12.09226604,12.05272094,12.02704872,11.87701217
TNKS1BP1,12.40491991,12.08305432,12.13764609,12.2425537,12.18896487,12.26831308,12.62193751,12.40506669,12.52383229
TNKS2,11.96341489,12.04576401,11.99727759,11.97963002,11.92723704,11.83965706,11.78604977,11.81403751,11.98883792
TNMD,6.025526637,6.004504069,5.649778126,5.876104227,5.6095863,5.65949343,5.496524758,5.419210505,5.979959092
TNN,7.436929151,6.317686954,7.845791735,6.949975665,7.268596954,6.50110454,7.033740597,7.782537987,7.022945342
TNNC1,7.881646277,7.900964894,8.266514349,7.618601113,7.755359926,7.422633466,8.083285618,7.833266755,8.149603097
TNNC2,3.696397876,4.804177949,4.185781504,3.672920967,4.674959418,4.523798748,4.09245356,3.864357507,3.79572521
TNNI1,9.806063588,9.985069941,9.63451312,9.665836433,9.504298622,9.337573432,9.962820454,9.893536747,9.638253956
TNNI2,3.696397876,3.421145623,4.904415591,3.37114252,0.436158066,4.523798748,2.376768533,3.612535778,1.705805889
TNNT1,1.998084263,1.191490883,1.266313173,0.404162917,0.436158066,1.616081744,5.215603801,1.122646648,0.40256316
TNNT2,10.11883355,9.58656303,9.756573712,9.998671726,9.660543976,9.440442455,9.84281899,9.356232167,9.708927316
TNNT3,1.406277477,2.447212526,0.404162917,4.204476462,3.612535778,3.091121373,3.212672835,4.763946886,4.964653917
TNPO1,12.40259786,12.51581177,12.2988449,12.27411088,12.26074653,12.25255403,12.26366954,12.28061753,12.40891865
TNPO2,12.65339161,12.53215057,12.56295412,12.71057066,12.58828161,12.58513577,12.68110398,12.62338857,12.49452758
TNPO3,11.8946557,12.09044898,11.9352151,11.8347072,11.93626463,11.97910176,11.93232277,11.90199894,11.76336834
TNRC18,14.58301316,14.07761832,14.48389964,14.4643403,14.42039689,14.54378978,14.69522589,14.55372399,14.36832728
TNRC18P1,7.338212972,6.915410673,7.705598193,7.874035053,7.313045945,7.349674617,8.220374663,7.275087994,8.197428792
TNRC6A,13.20209949,13.22057209,13.24223046,13.12245036,13.16327704,13.30496636,13.09893584,13.06225154,12.9905929
TNRC6B,13.67757534,13.72047794,13.64603483,13.66469103,13.65975456,13.68700576,13.59375187,13.59650873,13.4462804
TNRC6C,11.68000128,11.69657672,11.72455387,11.64926397,11.58861612,11.66487592,11.6496348,11.66732537,11.60478211
TNRC6C-AS1,8.370369518,8.138572067,8.220689,8.389299255,8.453694121,8.386954345,8.743067316,8.632986635,8.50253257
TNS1,16.84790866,16.35549994,17.15144268,16.39757671,16.26304712,16.48581567,16.28682377,16.17491885,16.58238663
TNS2,13.91539657,12.97030003,13.7560096,13.36079304,13.19909493,13.41611583,13.68795683,13.5001451,13.43045501
TNS3,14.68237688,14.77720073,14.72894591,14.80170197,14.73640451,14.70232099,14.77720073,14.75630371,14.49395233
TNS4,8.581244525,8.520625521,8.886245721,8.733975884,9.047133945,8.04398286,9.591593447,9.108352119,10.26066898
TNXB,2.451590823,1.191490883,5.983387752,4.087124805,5.2029652,7.466368669,6.863158643,6.964145397,1.705805889
TOB1,11.92125533,11.93396686,12.29644986,11.67941318,11.95137712,11.95260359,12.56320763,12.02302442,12.36626978
TOB1-AS1,5.870647591,5.799407998,5.946140458,6.10985839,6.15014894,5.795291497,5.852810067,6.365736356,5.566564234
TOB2,12.61185475,12.74630887,12.93539029,12.50476216,12.49337314,12.5123138,13.00364989,12.49428085,13.14466024
TOE1,8.824601077,8.909025413,8.753095562,8.716802642,8.881276857,8.73742947,8.905588824,8.66201197,8.9716458
TOGARAM1,11.39722801,11.56004253,11.37279462,11.10320433,11.27989908,11.25943152,11.21142022,11.22921144,11.03224848
TOGARAM2,6.686759065,6.447155806,6.980232664,7.184452043,6.663363294,6.662984295,6.687986915,6.635546113,6.368947744
TOLLIP,12.66934331,12.62900747,12.65891987,12.52580909,12.72136827,12.82086306,12.87408171,12.87932308,12.70984523
TOLLIP-AS1,6.387539847,6.633773382,6.401147436,6.359746541,6.494164084,6.560987943,6.687986915,6.07708944,5.930661795
TOM1,11.73904167,11.79442044,11.8481645,12.00124757,11.95470114,11.97430738,12.09744566,12.0797232,11.92490546
TOM1L1,11.80256726,11.94196528,11.76146706,11.71212349,11.70081823,11.80806689,11.4716666,11.56520769,11.41102159
TOM1L2,13.17765264,12.94205323,12.95438913,13.04718706,13.02737732,13.20001329,13.09599786,13.03964418,12.82865548
TOMM20,12.45625862,12.49504228,12.45910629,12.39500927,12.41243785,12.416255,12.17648531,12.21236227,12.27772473
TOMM22,10.5632982,10.8280452,10.55601375,10.69384555,10.65553323,10.63280966,10.69238628,10.67782725,10.59523533
TOMM34,10.04807256,10.34558794,10.1849416,10.25638719,10.0767704,10.33971334,10.37579785,10.36207014,10.4170214
TOMM40,10.67038082,10.62892798,10.71695396,10.68762219,10.68681759,10.77113794,10.97548188,10.97476606,10.9453097
TOMM40L,9.555108729,9.836717237,9.759264431,9.774592978,9.761418241,9.918733209,9.723335983,9.916471646,9.708927316
